element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
680,Broja,FWD,30,1,0.0,0.0,6.81,2.04,8.8,3.12,0.06,0.01,2.19,-0.06,-0.01,-0.2,52.83,52.0,449.33,29566.83,True,4
681,Šeško,FWD,7,9,0.0,0.0,13.16,13.68,46.22,2.14,0.4,0.04,1.69,-0.09,-0.04,0.46,49.0,74.17,-82887.83,718953.33,True,17
681,Šeško,FWD,8,1,0.25,0.0,18.55,11.31,44.62,3.76,0.37,0.02,1.51,0.13,-0.02,0.25,59.83,73.83,-78647.0,685366.83,False,12
681,Šeško,FWD,9,4,0.26,0.0,19.49,14.26,46.15,5.13,0.38,0.01,1.77,0.13,-0.01,0.03,58.5,73.5,-72380.5,630611.17,True,6
681,Šeško,FWD,10,2,0.22,0.22,19.13,14.87,39.78,5.22,0.31,0.01,1.67,0.12,0.2,0.07,69.0,73.17,-44820.33,598040.83,False,16
681,Šeško,FWD,11,1,0.21,0.21,18.21,13.91,39.39,5.08,0.33,0.01,1.54,0.09,0.2,-0.06,70.83,73.0,-3033.67,604679.5,False,18
681,Šeško,FWD,16,4,0.22,0.22,17.48,14.37,41.5,5.02,0.34,0.01,1.6,0.1,0.21,0.37,68.67,73.0,3178.33,614366.0,True,4
681,Šeško,FWD,17,2,0.26,0.26,14.96,13.93,18.37,5.77,0.18,0.01,1.53,0.09,0.51,0.3,57.17,72.83,6032.5,587429.17,False,2
681,Šeško,FWD,18,1,0.0,0.28,7.48,9.14,14.4,3.88,0.19,0.01,1.82,-0.19,0.54,0.67,54.17,72.67,2456.67,555502.67,True,15
681,Šeško,FWD,19,2,0.0,0.25,6.59,8.09,15.21,3.8,0.25,0.01,1.28,-0.25,0.5,0.75,59.17,72.5,-5028.17,514605.0,True,20
681,Šeško,FWD,20,2,0.0,0.0,4.45,4.87,32.64,3.71,0.3,0.0,1.34,-0.3,0.24,0.64,60.67,72.33,914.0,481614.17,False,11
681,Šeško,FWD,21,13,0.0,0.0,2.47,5.81,33.87,3.96,0.45,0.01,1.09,-0.45,0.24,0.65,60.67,72.17,-4279.83,439891.0,False,3
681,Šeško,FWD,23,1,0.0,0.0,16.64,5.84,56.52,3.63,0.64,0.01,0.96,-0.21,0.2,0.53,70.33,72.0,3477.33,406429.5,False,1
681,Šeško,FWD,24,6,0.0,0.0,15.59,6.01,58.17,3.29,0.65,0.01,0.96,-0.22,-0.01,0.58,68.33,72.0,2476.5,415024.0,True,10
681,Šeško,FWD,25,1,0.0,0.0,24.15,7.09,69.66,4.07,0.83,0.01,1.02,-0.06,-0.01,0.76,59.0,72.0,278.17,421490.0,True,18
681,Šeško,FWD,26,8,0.0,0.0,27.29,4.7,82.16,2.61,0.92,0.01,1.11,-0.05,-0.01,0.93,51.67,72.0,1980.0,429934.83,False,19
681,Šeško,FWD,33,2,0.0,0.28,30.66,3.52,44.44,2.81,0.46,0.01,1.87,0.38,-0.01,-0.18,53.33,73.0,71110.67,744630.83,False,7
681,Šeško,FWD,34,8,0.25,0.25,20.11,3.78,34.09,1.72,0.31,0.01,1.88,0.18,-0.01,-0.41,61.17,73.17,52290.67,792833.17,True,5
681,Šeško,FWD,35,5,0.24,0.24,19.66,5.83,23.68,2.61,0.33,0.01,2.07,0.14,-0.01,-0.64,63.33,73.33,41100.83,838850.33,True,12
691,Calvert-Lewin,FWD,6,2,0.51,0.0,24.27,16.28,30.34,3.54,0.25,0.04,0.99,0.26,0.47,-0.49,59.33,55.0,3951.67,15378.0,True,4
691,Calvert-Lewin,FWD,7,2,0.34,0.0,16.46,15.31,38.62,3.36,0.4,0.04,0.85,-0.06,0.3,-0.18,67.0,55.0,19028.75,35071.5,True,18
691,Calvert-Lewin,FWD,8,2,0.25,0.0,12.57,21.09,35.7,3.27,0.34,0.11,0.77,-0.09,0.14,0.23,71.6,55.0,21365.4,53117.4,False,3
691,Calvert-Lewin,FWD,9,2,0.2,0.0,11.05,19.12,32.75,3.21,0.34,0.09,0.71,-0.13,0.11,0.5,74.67,55.0,32091.83,80638.83,True,19
691,Calvert-Lewin,FWD,10,2,0.35,0.0,9.98,18.7,26.09,2.98,0.3,0.08,0.71,-0.12,0.09,0.34,85.67,55.0,30875.33,114409.17,False,6
691,Calvert-Lewin,FWD,11,1,0.18,0.0,9.53,16.99,23.47,3.0,0.25,0.07,1.14,-0.08,0.1,0.27,85.0,55.0,24330.67,140912.17,False,16
691,Calvert-Lewin,FWD,12,1,0.21,0.0,3.1,16.39,28.28,2.68,0.32,0.08,1.15,-0.32,-0.08,0.51,72.67,55.0,16007.0,158861.33,True,2
691,Calvert-Lewin,FWD,13,7,0.25,0.0,3.45,16.35,21.7,2.96,0.22,0.09,1.37,-0.22,-0.09,0.6,60.83,55.0,1882.33,161909.5,False,13
691,Calvert-Lewin,FWD,14,9,0.28,0.0,12.09,7.96,23.06,3.09,0.25,0.01,1.53,0.03,-0.01,0.44,53.33,55.0,-5732.0,156775.67,True,7
691,Calvert-Lewin,FWD,15,6,0.29,0.0,20.57,8.14,30.29,3.71,0.55,0.01,1.68,0.02,-0.01,0.03,52.5,55.0,-20263.33,136888.67,True,12
691,Calvert-Lewin,FWD,16,9,0.0,0.0,21.44,7.87,38.37,3.67,0.78,0.01,2.03,0.06,-0.01,0.51,53.17,55.0,-18905.83,118508.67,False,5
691,Calvert-Lewin,FWD,17,13,0.0,0.0,27.91,8.63,50.87,3.91,0.85,0.02,1.4,0.2,-0.02,0.69,57.5,55.17,32319.17,154507.5,True,8
691,Calvert-Lewin,FWD,18,8,0.22,0.0,36.43,9.52,61.37,3.47,0.93,0.03,1.07,0.37,-0.03,0.45,69.17,55.5,88811.5,249274.83,False,17
691,Calvert-Lewin,FWD,19,1,0.19,0.0,37.5,10.8,61.31,2.81,0.87,0.05,0.95,0.44,-0.05,0.37,80.0,56.0,158798.5,419439.83,False,12
691,Calvert-Lewin,FWD,20,2,0.2,0.0,34.22,11.33,60.53,2.77,0.89,0.05,0.93,0.29,-0.05,0.25,75.83,56.5,183780.0,601204.83,True,14
691,Calvert-Lewin,FWD,21,8,0.2,0.0,27.78,9.14,53.41,2.35,0.67,0.07,1.06,0.31,-0.07,0.11,76.67,57.17,214037.17,817195.67,False,15
691,Calvert-Lewin,FWD,22,2,0.2,0.2,32.17,10.07,52.89,2.37,0.67,0.08,0.99,0.31,0.12,-0.0,76.0,57.83,220254.67,1038531.83,True,10
691,Calvert-Lewin,FWD,23,2,0.39,0.2,25.26,9.04,43.62,1.97,0.62,0.07,0.92,0.17,0.13,-0.13,76.0,58.5,228577.33,1269491.33,False,9
691,Calvert-Lewin,FWD,24,2,0.2,0.2,13.3,7.1,26.22,2.35,0.46,0.06,0.95,-0.07,0.14,0.03,76.67,59.0,182771.67,1450612.0,True,1
691,Calvert-Lewin,FWD,25,7,0.2,0.2,7.83,4.91,16.43,2.35,0.39,0.04,1.14,-0.19,0.16,0.23,76.67,59.33,87106.33,1528950.83,True,16
691,Calvert-Lewin,FWD,27,2,0.17,0.17,11.21,5.23,19.19,2.55,0.39,0.03,1.2,-0.05,0.14,0.16,88.33,59.5,43494.83,1580032.83,False,2
691,Calvert-Lewin,FWD,28,2,0.17,0.17,12.23,10.65,24.62,3.23,0.41,0.02,1.18,-0.07,0.15,0.18,88.33,59.33,-8261.5,1567631.67,True,13
691,Calvert-Lewin,FWD,29,2,0.17,0.0,6.91,10.01,23.26,2.87,0.38,0.02,1.26,-0.21,-0.02,-0.08,89.0,59.17,-31847.83,1532779.83,True,17
691,Calvert-Lewin,FWD,30,0,0.0,0.0,7.75,10.18,21.74,3.37,0.35,0.02,1.33,-0.18,-0.02,0.01,89.0,58.67,-86237.17,1441180.5,False,8
691,Calvert-Lewin,FWD,31,2,0.17,0.0,8.09,9.59,24.1,4.21,0.42,0.01,1.35,-0.25,-0.01,-0.17,89.0,58.17,-116531.33,1320402.5,True,5
691,Calvert-Lewin,FWD,32,2,0.33,0.0,8.83,9.23,30.33,5.0,0.44,0.01,1.13,-0.27,-0.01,-0.46,90.0,57.5,-90856.83,1216620.17,False,14
691,Calvert-Lewin,FWD,33,6,0.33,0.0,4.67,9.47,37.33,5.0,0.6,0.01,1.13,-0.6,-0.01,-0.46,90.0,57.0,-42520.0,1170362.0,True,20
691,Calvert-Lewin,FWD,33,2,0.5,0.0,7.33,4.67,38.83,4.33,0.72,0.01,0.98,-0.56,-0.01,-0.48,90.0,56.67,48228.33,1277293.5,False,4
691,Calvert-Lewin,FWD,35,6,0.5,0.0,8.33,3.4,35.5,5.33,0.59,0.0,0.89,-0.43,-0.0,-0.22,90.0,56.33,134560.67,1401275.33,True,3
691,Calvert-Lewin,FWD,36,7,0.5,0.17,12.0,3.3,40.67,5.0,0.66,0.01,0.8,-0.32,-0.01,-0.14,90.0,56.33,183380.0,1487179.33,False,18
691,Calvert-Lewin,FWD,37,7,0.33,0.17,14.5,5.78,37.33,4.33,0.64,0.01,0.9,-0.13,-0.01,-0.07,90.0,56.5,200392.83,1588759.17,True,6
691,Calvert-Lewin,FWD,38,2,0.33,0.33,18.5,5.88,34.33,3.83,0.62,0.01,1.34,0.04,-0.01,-0.5,90.0,56.83,210805.67,1712182.83,False,19
714,Woltemade,FWD,7,6,1.27,0.0,29.15,8.24,30.85,4.23,0.24,0.02,1.01,0.61,-0.02,-1.01,71.0,70.33,116710.67,301186.67,True,16
714,Woltemade,FWD,8,8,1.19,0.0,25.84,10.63,30.89,4.75,0.57,0.04,0.8,0.32,-0.04,-0.8,75.75,70.5,187216.75,430788.5,False,6
714,Woltemade,FWD,9,2,0.92,0.0,26.56,8.77,32.29,4.81,0.6,0.05,0.82,0.31,-0.05,-0.37,78.6,71.0,314889.8,678114.0,True,10
714,Woltemade,FWD,10,1,0.75,0.0,22.59,9.51,29.37,4.71,0.57,0.04,0.97,0.18,-0.04,-0.4,79.67,71.5,419128.67,1002738.0,False,19
714,Woltemade,FWD,11,5,0.59,0.0,15.88,9.71,21.96,3.73,0.54,0.05,0.97,0.05,-0.05,0.01,76.5,72.33,487320.0,1508794.17,False,5
714,Woltemade,FWD,12,2,0.39,0.0,17.77,9.12,21.63,4.06,0.53,0.04,1.39,0.05,0.15,0.16,77.67,73.17,388406.67,1903531.5,True,13
714,Woltemade,FWD,13,7,0.19,0.0,13.2,10.26,23.99,4.28,0.57,0.04,1.48,-0.2,0.15,0.19,80.67,73.67,326394.83,2232558.0,False,9
714,Woltemade,FWD,14,5,0.0,0.0,16.02,9.73,23.66,3.91,0.43,0.04,1.6,-0.06,0.14,0.26,80.5,74.17,252623.5,2479785.83,True,18
714,Woltemade,FWD,15,2,0.0,0.0,14.16,15.56,21.8,4.84,0.34,0.04,1.57,-0.16,0.33,0.29,80.5,74.33,138789.0,2628144.5,True,3
714,Woltemade,FWD,16,0,0.19,0.0,14.9,14.6,20.45,4.78,0.32,0.04,1.43,-0.13,0.34,0.29,78.5,74.5,53628.83,2701688.5,False,17
714,Woltemade,FWD,17,13,0.18,0.0,13.32,12.46,19.62,4.68,0.3,0.03,1.35,-0.12,0.33,0.09,83.33,74.5,-68530.0,2628167.33,True,7
714,Woltemade,FWD,18,2,0.19,0.0,20.91,12.85,29.69,4.48,0.53,0.03,1.1,0.03,0.16,0.21,80.33,74.17,-118513.83,2512477.17,False,14
714,Woltemade,FWD,19,1,0.19,0.0,20.9,11.75,25.35,4.26,0.43,0.03,0.82,0.15,0.16,0.54,77.5,74.0,-20307.33,2509426.0,False,3
714,Woltemade,FWD,20,1,0.23,0.0,17.95,11.17,24.25,4.43,0.38,0.01,0.8,0.08,0.22,0.6,64.33,74.0,1461.17,2541636.33,True,8
714,Woltemade,FWD,21,5,0.29,0.0,18.7,4.21,24.25,3.21,0.4,0.01,0.8,0.18,-0.01,0.37,51.33,74.0,-49893.0,2493867.17,True,11
714,Woltemade,FWD,22,2,0.0,0.0,23.59,10.28,28.83,4.08,0.39,0.1,1.13,0.19,0.2,0.61,51.5,73.67,-153251.33,2331344.33,False,20
714,Woltemade,FWD,23,1,0.3,0.0,26.31,9.9,30.8,4.78,0.44,0.1,1.16,0.16,0.2,0.33,50.17,73.33,-134270.33,2211111.0,True,2
714,Woltemade,FWD,32,1,0.31,0.0,13.92,12.74,4.33,7.11,0.06,0.03,1.39,-0.06,0.28,0.46,48.5,68.33,-84325.67,1021944.67,False,8
720,Tolu,FWD,7,1,0.0,0.0,8.39,8.33,28.51,5.59,0.12,0.02,1.06,-0.12,-0.02,1.74,53.67,55.0,2426.0,6886.0,True,6
720,Tolu,FWD,21,2,0.31,0.0,18.25,17.32,33.4,4.33,0.27,0.03,1.18,0.04,0.28,0.98,48.5,54.0,542.17,7448.67,False,9
720,Tolu,FWD,22,2,0.25,0.0,16.0,19.0,32.25,5.0,0.26,0.04,0.94,-0.01,0.21,0.81,60.0,54.0,657.83,8208.5,True,15
720,Tolu,FWD,23,1,0.45,0.0,9.16,16.86,23.9,4.69,0.22,0.03,0.85,-0.22,0.19,0.26,67.17,54.0,544.5,8853.5,False,13
720,Tolu,FWD,24,2,0.44,0.0,8.72,16.3,23.54,4.36,0.22,0.04,0.8,-0.22,0.17,0.07,68.83,54.0,325.83,9231.67,True,4
720,Tolu,FWD,25,8,0.44,0.0,7.19,12.25,32.03,4.36,0.29,0.05,0.76,-0.29,-0.05,0.11,68.83,54.0,374.33,9708.5,True,7
720,Tolu,FWD,26,2,0.41,0.0,11.86,7.16,39.68,3.48,0.35,0.03,1.3,-0.15,-0.03,-0.08,73.33,54.0,170.17,9897.33,False,16
720,Tolu,FWD,26,2,0.41,0.0,11.17,9.93,35.15,3.05,0.33,0.03,1.77,-0.12,-0.03,-0.55,73.83,54.0,4601.17,16450.83,True,1
720,Tolu,FWD,27,0,0.43,0.0,11.33,5.64,32.92,2.35,0.31,0.02,1.82,-0.09,-0.02,-0.53,70.17,54.0,9299.83,22942.0,False,8
720,Tolu,FWD,28,1,0.2,0.0,9.46,5.26,43.29,3.62,0.51,0.02,2.04,-0.3,-0.02,-0.63,74.5,54.0,8169.83,26369.17,True,2
720,Tolu,FWD,29,4,0.21,0.0,10.3,7.33,42.63,3.91,0.5,0.01,2.15,-0.29,-0.01,-0.71,72.83,54.0,7367.33,28998.83,True,12
720,Tolu,FWD,30,5,0.24,0.0,15.52,10.0,33.66,4.54,0.42,0.01,2.33,-0.19,0.23,-0.89,62.83,54.0,6617.67,30875.67,False,5
720,Tolu,FWD,32,1,0.3,0.0,17.52,12.33,34.75,6.53,0.54,0.02,1.91,-0.25,0.28,-1.02,50.5,54.0,6398.67,32571.33,False,19
726,Kolo Muani,FWD,11,1,0.62,0.0,10.62,13.5,3.75,5.62,0.08,0.02,2.16,-0.08,-0.02,-1.54,48.0,69.0,413.67,21480.33,True,14
726,Kolo Muani,FWD,12,1,0.48,0.0,9.05,10.86,3.81,5.71,0.06,0.02,1.78,-0.06,-0.02,-0.83,47.25,69.0,1615.5,24217.5,False,1
726,Kolo Muani,FWD,14,2,0.3,0.3,3.56,8.88,10.4,5.35,0.16,0.02,1.49,-0.16,-0.02,0.0,50.5,69.0,3422.0,30511.17,False,15
726,Kolo Muani,FWD,15,2,0.24,0.24,5.38,10.05,9.54,5.62,0.1,0.03,1.49,-0.1,-0.03,-0.02,61.33,69.0,3463.0,35560.67,True,5
726,Kolo Muani,FWD,16,2,0.24,0.24,3.32,10.4,17.53,5.21,0.12,0.03,1.21,-0.12,-0.03,0.21,63.33,69.0,3335.17,40447.67,False,16
726,Kolo Muani,FWD,17,2,0.23,0.23,3.49,11.6,18.14,5.81,0.12,0.05,1.15,-0.12,-0.05,0.71,64.5,69.0,2432.5,44251.83,True,12
726,Kolo Muani,FWD,18,2,0.21,0.21,4.06,12.83,23.3,5.13,0.22,0.05,1.14,-0.22,-0.05,0.78,70.17,69.0,941.17,46379.0,False,8
726,Kolo Muani,FWD,19,1,0.39,0.2,4.12,13.92,22.16,5.29,0.21,0.09,1.05,-0.21,-0.09,0.52,76.5,69.0,1289.5,48874.83,False,5
726,Kolo Muani,FWD,20,2,0.46,0.0,8.04,17.17,20.2,5.97,0.15,0.11,1.17,-0.15,-0.11,0.21,65.33,69.0,-2091.5,46511.33,True,17
726,Kolo Muani,FWD,21,1,0.47,0.0,7.44,19.7,21.4,5.81,0.18,0.13,1.01,-0.18,-0.13,0.38,64.5,69.0,-1935.67,45566.83,False,4
726,Kolo Muani,FWD,22,2,0.24,0.24,7.82,19.66,14.45,5.68,0.15,0.13,1.22,-0.15,-0.13,0.68,63.33,69.0,-2188.67,44185.5,True,19
726,Kolo Muani,FWD,24,2,0.23,0.23,7.14,20.16,15.42,5.29,0.15,0.15,1.32,-0.15,-0.15,0.29,65.17,69.0,-705.33,44418.0,True,13
726,Kolo Muani,FWD,25,1,0.24,0.24,6.89,18.24,10.45,6.17,0.03,0.16,1.45,-0.03,-0.16,0.21,63.17,69.0,-1163.67,44396.17,False,14
726,Kolo Muani,FWD,26,1,0.0,0.28,7.71,18.03,11.01,6.33,0.03,0.12,1.65,-0.03,-0.12,0.56,54.5,69.0,-976.17,44512.33,True,15
726,Kolo Muani,FWD,27,7,0.0,0.28,8.06,19.53,11.11,6.94,0.03,0.16,1.61,-0.03,-0.16,0.61,54.0,69.0,-929.83,44650.0,True,1
726,Kolo Muani,FWD,28,1,0.0,0.28,14.34,17.04,13.22,7.31,0.07,0.13,2.01,0.21,-0.13,0.8,53.33,69.0,-1008.67,44703.0,False,10
726,Kolo Muani,FWD,29,1,0.0,0.0,15.63,17.13,17.07,7.23,0.1,0.13,2.22,0.19,-0.13,0.67,51.83,69.0,-143.17,45700.5,True,8
726,Kolo Muani,FWD,33,1,0.0,0.0,15.92,18.55,15.92,7.35,0.13,0.07,2.04,0.18,0.24,0.41,49.0,69.0,577.33,49417.0,True,6
726,Kolo Muani,FWD,34,1,0.0,0.0,8.27,16.22,13.67,7.0,0.08,0.08,1.68,-0.08,0.24,0.23,47.17,69.0,688.83,50552.5,False,20
726,Kolo Muani,FWD,35,1,0.0,0.0,8.3,14.88,9.96,7.97,0.07,0.08,1.34,-0.07,0.26,-0.01,45.17,69.0,908.17,52568.83,False,2
726,Kolo Muani,FWD,36,2,0.31,0.31,10.37,16.69,21.97,7.63,0.13,0.08,0.97,-0.13,0.22,-0.05,49.17,69.0,453.83,53431.17,True,11
726,Kolo Muani,FWD,37,2,0.24,0.24,4.38,13.94,18.97,5.59,0.1,0.08,0.91,-0.1,-0.08,0.06,61.67,69.0,933.33,54767.17,False,7
726,Kolo Muani,FWD,38,1,0.22,0.22,5.42,12.32,16.7,5.2,0.07,0.07,0.81,-0.07,-0.07,0.27,69.17,69.0,118.0,53833.67,True,9
730,Brobbey,FWD,18,2,0.94,0.31,16.88,2.09,22.81,4.38,0.17,0.02,1.4,0.14,-0.02,-0.78,48.0,55.0,4018.17,26473.0,True,11
730,Brobbey,FWD,19,1,0.82,0.27,13.4,2.22,22.43,2.46,0.26,0.01,1.37,0.01,-0.01,-0.82,54.83,55.0,3030.17,30042.17,True,13
730,Brobbey,FWD,20,9,0.75,0.25,4.76,5.04,17.3,2.01,0.27,0.02,1.46,-0.27,-0.02,-0.96,59.83,55.0,2502.67,32856.5,False,18
730,Brobbey,FWD,21,2,0.46,0.23,10.67,7.24,21.57,2.55,0.28,0.02,1.44,-0.05,-0.02,-0.74,64.67,55.0,1316.83,34478.33,False,5
730,Brobbey,FWD,22,9,0.41,0.2,9.53,6.59,22.7,2.64,0.3,0.02,1.62,-0.09,-0.02,-0.61,74.0,55.0,2424.33,37353.33,True,8
730,Brobbey,FWD,23,7,0.2,0.0,16.51,8.06,26.72,3.14,0.32,0.02,1.67,0.07,-0.02,-0.49,76.33,55.0,3069.17,40828.5,False,19
730,Brobbey,FWD,24,2,0.0,0.0,20.38,7.92,23.02,2.45,0.3,0.02,1.79,0.27,-0.02,-0.09,79.5,55.0,13138.33,54933.5,True,3
730,Brobbey,FWD,25,1,0.18,0.0,20.8,9.64,24.29,2.76,0.25,0.02,1.4,0.3,-0.02,0.07,81.5,55.17,28273.5,85539.83,False,1
730,Brobbey,FWD,26,2,0.17,0.17,19.88,8.97,20.41,3.49,0.21,0.02,1.3,0.32,-0.02,0.44,86.0,55.33,24126.83,109785.17,True,12
730,Brobbey,FWD,27,1,0.17,0.17,14.65,7.06,18.49,3.66,0.2,0.03,1.54,0.15,-0.03,0.21,86.0,55.33,21757.33,131781.0,True,10
730,Brobbey,FWD,30,2,0.18,0.36,15.27,9.0,16.55,3.45,0.16,0.05,1.28,0.2,-0.05,0.36,82.5,55.33,20264.33,152684.83,True,6
730,Brobbey,FWD,31,8,0.18,0.37,8.28,9.64,13.99,2.94,0.15,0.04,1.49,0.03,-0.04,0.17,81.5,55.17,16388.83,157001.17,False,15
730,Brobbey,FWD,32,1,0.18,0.55,7.91,13.31,27.06,3.5,0.29,0.05,1.44,-0.1,-0.05,-0.15,81.5,54.83,5119.5,148789.33,True,18
730,Brobbey,FWD,33,2,0.18,0.72,6.12,11.14,30.6,3.78,0.37,0.05,1.55,-0.19,-0.05,-0.29,83.33,54.33,-8445.83,126428.0,False,2
730,Brobbey,FWD,34,2,0.18,0.54,7.03,9.4,32.65,2.89,0.37,0.04,1.79,-0.19,-0.04,-0.34,83.17,53.83,-4700.83,109464.0,True,16
730,Brobbey,FWD,35,1,0.18,0.54,7.21,12.16,31.74,2.34,0.35,0.03,1.53,-0.17,-0.03,0.63,83.17,53.5,10854.5,121005.17,False,20
730,Brobbey,FWD,36,2,0.18,0.54,7.19,12.18,32.16,2.51,0.36,0.02,1.49,-0.18,-0.02,0.48,83.5,53.17,9718.5,118229.17,True,14
730,Brobbey,FWD,37,7,0.35,0.53,7.35,15.46,38.17,2.8,0.36,0.04,1.27,-0.18,-0.04,0.48,85.67,53.0,8503.17,126774.0,False,9
730,Brobbey,FWD,38,5,0.36,0.36,7.92,12.17,26.46,2.88,0.24,0.04,1.18,-0.06,-0.04,0.62,83.33,53.0,7420.5,134993.33,True,7
749,Mané,FWD,21,9,0.29,0.0,24.36,15.62,16.34,7.74,0.04,0.09,1.19,0.24,0.48,0.53,52.33,45.0,3451.17,15196.67,False,9
749,Mané,FWD,22,2,0.23,0.0,25.78,15.84,17.81,6.09,0.12,0.08,0.95,0.35,0.38,0.45,64.0,45.0,11092.67,27162.0,True,15
749,Mané,FWD,23,2,0.38,0.0,18.77,11.91,18.57,5.55,0.11,0.08,0.94,0.27,0.11,0.02,78.33,45.0,17672.17,45778.83,False,13
749,Mané,FWD,24,2,0.34,0.0,17.5,11.02,17.33,5.21,0.12,0.08,0.89,0.22,0.09,0.12,89.17,45.0,21934.33,68532.17,True,4
749,Mané,FWD,25,2,0.34,0.0,20.19,16.59,17.5,5.89,0.13,0.15,0.86,0.2,0.01,0.15,89.17,45.17,38206.83,108205.0,True,7
749,Mané,FWD,26,2,0.34,0.0,20.36,19.5,17.83,6.22,0.15,0.16,1.29,0.19,0.01,0.05,89.17,45.33,39536.0,148301.67,False,16
749,Mané,FWD,26,2,0.33,0.0,14.67,19.83,19.17,6.17,0.18,0.16,1.67,-0.01,-0.16,-0.34,90.0,45.5,60361.67,214599.0,True,1
749,Mané,FWD,27,2,0.33,0.0,10.33,17.9,16.0,7.0,0.12,0.16,1.83,-0.12,-0.16,-0.34,90.0,45.67,74768.67,272730.0,False,8
749,Mané,FWD,28,2,0.17,0.0,11.83,20.32,13.17,8.17,0.1,0.17,2.01,-0.1,-0.17,-0.34,90.0,45.83,62824.5,314045.5,True,2
749,Mané,FWD,29,2,0.33,0.0,10.5,16.85,12.67,8.33,0.1,0.14,2.04,-0.1,-0.14,-0.71,90.0,46.0,51427.67,343863.33,True,12
749,Mané,FWD,30,1,0.52,0.0,8.5,11.77,10.23,8.15,0.07,0.07,2.09,-0.07,-0.07,-1.05,86.5,46.0,27565.33,349191.5,False,5
749,Mané,FWD,32,1,0.57,0.0,7.78,11.53,9.68,7.78,0.06,0.07,2.08,-0.06,-0.07,-1.13,79.0,45.83,20944.5,348789.83,False,19
749,Mané,FWD,33,1,0.44,0.0,6.32,12.88,3.49,6.54,0.03,0.08,2.12,-0.03,-0.08,-0.37,68.83,45.5,-4664.83,310842.0,False,11
749,Mané,FWD,34,2,0.48,0.0,6.48,16.94,5.76,6.72,0.06,0.09,2.14,-0.06,-0.09,-0.46,62.5,45.0,-31497.5,265205.0,True,18
749,Mané,FWD,35,2,0.48,0.0,7.2,23.59,6.48,5.28,0.08,0.11,1.88,-0.08,-0.11,-0.2,62.5,44.5,-25735.83,252079.0,True,17
749,Mané,FWD,36,2,0.24,0.0,9.6,28.99,7.68,5.76,0.08,0.15,1.79,-0.08,-0.15,0.13,62.5,44.0,-21844.5,223761.33,False,6
749,Mané,FWD,37,11,0.0,0.0,11.85,32.37,11.85,5.32,0.09,0.24,1.8,-0.09,-0.24,0.62,62.0,43.33,-14286.67,203231.33,True,10
749,Mané,FWD,38,2,0.0,0.0,18.56,34.55,13.81,7.34,0.1,0.29,1.44,0.11,-0.29,0.5,69.5,42.83,-9499.33,187100.83,False,3
785,Pablo,FWD,24,2,0.0,0.0,2.59,14.48,10.86,6.72,0.18,0.02,1.4,-0.18,-0.02,0.15,58.0,55.0,518.33,1535.0,False,7
785,Pablo,FWD,25,1,0.0,0.0,5.27,15.18,7.91,8.66,0.13,0.03,1.37,-0.13,-0.03,0.14,59.75,55.0,360.75,1579.0,False,3
785,Pablo,FWD,30,2,0.0,0.0,7.56,19.22,7.56,9.0,0.12,0.03,1.35,-0.12,-0.03,0.09,50.0,55.0,385.6,1727.0,True,13
785,Pablo,FWD,31,2,0.0,0.0,8.34,15.87,6.61,8.34,0.1,0.02,1.25,-0.1,-0.02,0.19,52.17,54.83,310.17,1620.67,False,2
785,Pablo,FWD,32,5,0.0,0.0,8.38,12.88,6.7,8.62,0.12,0.01,1.23,-0.12,-0.01,0.21,62.67,54.67,82.83,1559.17,True,20
785,Pablo,FWD,33,2,0.24,0.0,12.96,17.21,9.12,9.36,0.1,0.08,1.04,-0.1,0.16,0.16,62.5,54.5,162.5,1590.67,False,8
785,Pablo,FWD,34,2,0.47,0.0,14.92,17.1,11.13,9.0,0.08,0.08,1.04,-0.08,0.16,-0.09,63.33,54.33,100.17,1542.83,True,9
785,Pablo,FWD,35,2,0.68,0.0,12.99,14.29,10.71,7.06,0.08,0.07,1.09,-0.08,0.16,-0.4,65.83,54.17,275.83,1789.33,False,5
785,Pablo,FWD,36,1,0.57,0.0,11.96,15.61,13.29,7.41,0.09,0.06,1.32,-0.09,0.13,-0.18,79.0,54.0,176.67,1797.17,True,1
785,Pablo,FWD,37,1,0.62,0.0,12.65,19.43,14.93,7.47,0.1,0.18,1.39,-0.1,0.03,-0.14,72.33,54.0,150.67,1974.5,False,15
785,Pablo,FWD,38,1,0.73,0.0,14.31,23.97,15.28,8.01,0.07,0.22,1.39,-0.07,0.02,-0.18,61.83,54.0,148.5,2142.17,True,11
791,Taty,FWD,24,2,0.0,0.71,3.9,15.98,36.14,4.61,0.48,0.01,1.19,-0.48,0.34,0.23,84.67,55.0,1598.33,2581.33,False,7
791,Taty,FWD,25,6,0.0,0.55,6.57,12.78,41.58,4.92,0.43,0.01,1.43,-0.43,0.26,0.22,82.25,55.0,1275.75,3258.5,False,3
