element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_influence_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
18,Madueke,MID,12,1,0.59,0.0,11.55,8.94,33.07,31.09,4.14,0.09,0.25,0.6,-0.09,-0.25,-0.01,60.8,70.0,11747.0,142211.4,True,18
18,Madueke,MID,13,1,0.57,0.0,12.25,9.28,31.93,30.47,4.56,0.08,0.25,0.59,-0.08,-0.25,-0.02,52.67,69.67,9522.0,130374.5,False,7
18,Madueke,MID,14,3,0.56,0.0,12.13,8.75,29.2,30.75,4.51,0.08,0.25,0.43,-0.08,-0.25,0.14,53.17,69.33,9966.67,124617.67,True,5
18,Madueke,MID,15,1,0.57,0.0,11.11,10.08,22.87,39.59,4.84,0.12,0.24,0.46,-0.12,-0.24,0.11,52.67,69.0,12943.33,119556.33,False,2
18,Madueke,MID,26,2,0.66,0.0,31.55,40.72,29.82,27.56,5.98,0.09,0.21,0.54,0.57,0.13,-0.21,45.17,68.0,17394.67,113505.67,False,20
18,Madueke,MID,27,1,0.56,0.0,26.19,34.33,23.04,30.37,5.29,0.12,0.16,0.47,0.44,0.11,0.09,53.83,68.0,25793.5,132026.5,False,18
18,Madueke,MID,32,1,0.86,0.0,28.47,33.99,21.59,33.07,5.18,0.12,0.13,0.66,0.45,0.16,-0.37,52.17,68.0,21164.83,153378.83,True,4
18,Madueke,MID,33,1,0.59,0.0,17.65,18.29,13.62,31.18,5.29,0.12,0.07,0.84,0.17,-0.07,-0.25,51.0,68.0,21326.0,158594.33,False,13
18,Madueke,MID,34,3,0.62,0.0,19.11,19.91,15.23,29.9,5.86,0.12,0.07,1.04,0.18,-0.07,-0.11,48.67,68.0,9696.83,151198.0,True,15
18,Madueke,MID,35,1,0.59,0.0,10.4,8.14,16.81,25.84,4.75,0.07,0.11,1.05,-0.07,-0.11,-0.16,50.5,68.0,1800.83,136488.0,True,10
18,Madueke,MID,36,1,0.63,0.0,10.77,8.05,20.5,18.7,5.7,0.03,0.18,1.19,-0.03,-0.18,-0.56,47.33,68.0,-6222.5,121567.83,False,19
18,Madueke,MID,38,11,0.61,0.0,10.44,8.42,20.03,18.12,6.14,0.03,0.18,1.19,-0.03,-0.18,-0.57,48.83,68.0,-3589.83,109853.83,False,8
19,Martinelli,MID,5,7,0.64,0.0,13.5,6.17,9.64,17.36,5.14,0.01,0.01,0.69,-0.01,-0.01,-0.69,46.67,69.33,-12934.33,130260.0,True,13
19,Martinelli,MID,33,1,0.0,0.0,10.0,11.35,17.74,21.61,7.42,0.24,0.07,0.73,-0.24,0.25,0.24,46.5,68.0,1171.33,125883.5,False,13
20,Trossard,MID,7,3,0.0,0.0,14.04,13.46,22.0,15.28,2.48,0.22,0.2,0.65,-0.22,0.21,0.18,54.5,69.25,-2568.5,32526.75,True,19
20,Trossard,MID,8,10,0.31,0.0,15.41,13.38,25.21,17.57,3.08,0.2,0.18,0.59,-0.2,0.13,0.02,58.4,69.2,-1668.2,33181.0,False,10
20,Trossard,MID,9,3,0.48,0.0,18.87,18.53,24.19,27.34,3.87,0.3,0.15,0.56,-0.06,0.09,-0.08,62.0,69.17,-1250.67,33913.0,True,8
20,Trossard,MID,10,6,0.64,0.0,16.52,16.09,18.25,30.07,4.87,0.32,0.14,0.59,-0.11,0.07,-0.17,70.83,69.0,1651.67,36394.0,False,3
20,Trossard,MID,11,9,0.71,0.0,15.89,15.89,18.7,27.68,4.64,0.32,0.1,0.55,-0.14,0.08,-0.19,84.0,69.0,4234.5,41754.67,False,17
20,Trossard,MID,12,12,0.7,0.0,19.02,20.57,21.26,26.24,4.76,0.3,0.14,0.46,0.05,0.04,0.07,85.17,69.0,7701.17,50674.5,True,18
20,Trossard,MID,15,6,0.72,0.0,25.51,31.01,23.26,29.82,5.75,0.29,0.13,0.38,0.25,0.22,0.16,83.5,69.0,12534.67,65057.0,False,2
20,Trossard,MID,16,1,0.58,0.0,28.72,38.31,19.58,39.31,5.78,0.37,0.13,0.43,0.4,0.26,0.15,77.83,69.0,8224.83,73669.5,True,20
20,Trossard,MID,17,3,0.43,0.0,27.86,37.54,26.06,33.0,6.21,0.29,0.17,0.41,0.35,0.26,0.45,70.0,69.0,9484.5,83627.67,False,9
20,Trossard,MID,18,2,0.44,0.0,29.05,37.94,27.26,28.39,6.6,0.29,0.17,0.36,0.37,0.27,0.52,68.17,69.0,9385.5,93590.0,True,6
20,Trossard,MID,19,13,0.22,0.0,27.0,33.79,31.82,31.95,7.2,0.35,0.2,0.48,0.32,0.02,0.65,66.67,69.0,10844.0,105867.83,True,2
20,Trossard,MID,20,1,0.22,0.0,28.8,39.83,36.81,36.67,7.2,0.48,0.19,0.98,0.19,0.26,-0.08,66.67,69.0,7089.67,113045.0,False,4
20,Trossard,MID,21,2,0.26,0.0,23.67,33.09,35.97,36.16,7.28,0.5,0.2,1.13,0.02,0.06,-0.09,57.67,69.17,26736.33,140763.83,True,12
20,Trossard,MID,22,1,0.49,0.24,18.29,22.59,34.0,21.95,7.56,0.38,0.2,1.0,-0.14,0.05,-0.02,61.5,69.33,23411.17,164628.0,False,16
20,Trossard,MID,23,2,0.47,0.24,16.54,20.08,24.4,19.84,6.38,0.36,0.14,0.98,-0.13,0.09,-0.27,63.5,69.33,18337.17,183647.0,True,14
20,Trossard,MID,24,3,0.24,0.24,17.47,19.91,25.32,19.15,5.51,0.32,0.14,1.05,-0.08,0.1,0.15,62.67,69.33,13200.17,197360.17,False,11
20,Trossard,MID,25,6,0.48,0.24,18.0,20.69,17.95,12.96,6.24,0.2,0.11,0.87,0.04,0.13,0.09,62.5,69.17,7549.33,204448.0,True,17
20,Trossard,MID,26,2,0.72,0.24,13.99,14.19,19.79,10.13,6.76,0.08,0.1,0.28,-0.08,0.14,0.45,62.17,69.0,9805.83,215108.0,False,5
20,Trossard,MID,26,1,0.63,0.21,14.65,12.6,21.5,10.88,6.07,0.1,0.11,0.47,-0.1,0.1,0.15,71.67,68.67,-18336.17,195418.67,False,20
20,Trossard,MID,27,2,0.47,0.0,14.88,13.72,23.56,11.16,6.28,0.1,0.11,0.48,-0.1,0.12,0.22,64.5,68.33,-14625.0,184863.5,False,18
20,Trossard,MID,28,1,0.43,0.0,15.11,13.94,23.74,14.68,7.55,0.14,0.11,0.49,-0.14,0.1,0.38,69.5,68.17,-15177.17,173738.33,True,7
20,Trossard,MID,29,1,0.45,0.0,14.7,14.65,22.12,15.6,7.91,0.13,0.13,0.6,-0.13,0.1,0.08,66.33,67.83,-13479.0,164296.67,False,6
20,Trossard,MID,32,1,0.26,0.0,13.19,15.36,25.11,18.88,8.02,0.18,0.13,0.72,-0.18,0.13,0.05,58.0,67.67,-12255.83,156083.17,True,4
20,Trossard,MID,33,1,0.0,0.0,9.73,9.91,18.67,17.94,7.91,0.17,0.09,0.95,-0.17,-0.09,0.27,49.33,67.17,-14295.33,141137.0,False,13
20,Trossard,MID,36,8,0.3,0.0,20.26,18.42,27.03,22.65,8.34,0.15,0.28,0.69,-0.15,0.02,0.21,50.33,66.17,-8037.83,117889.83,False,19
20,Trossard,MID,37,3,0.57,0.28,24.13,26.06,27.34,32.65,6.25,0.2,0.26,0.88,0.08,0.03,-0.32,52.83,65.67,-2726.5,111330.5,True,3
21,Rice,MID,4,1,0.69,0.0,18.21,14.08,25.42,4.47,6.87,0.05,0.22,0.59,-0.05,0.46,-0.25,87.33,65.0,13058.0,869899.0,True,16
21,Rice,MID,5,3,0.63,0.0,17.11,14.07,23.86,4.75,7.29,0.05,0.22,0.58,-0.05,0.42,-0.26,71.0,65.0,22099.0,923594.0,True,13
21,Rice,MID,6,9,0.48,0.0,18.29,15.21,27.02,3.61,7.7,0.04,0.2,0.65,-0.04,0.28,-0.17,74.8,65.0,371.0,939970.0,False,15
21,Rice,MID,7,11,0.39,0.0,21.14,21.49,32.2,3.69,8.53,0.03,0.2,0.65,-0.03,0.38,-0.06,77.33,65.0,-11231.33,941522.17,True,19
21,Rice,MID,8,3,0.39,0.0,27.39,30.09,40.13,6.65,8.8,0.07,0.23,0.52,0.13,0.17,0.07,76.67,65.0,-755.0,992438.5,False,10
21,Rice,MID,9,7,0.39,0.0,24.26,28.21,34.16,6.46,9.2,0.07,0.14,0.57,0.12,0.06,0.02,76.67,65.0,26208.17,1047544.17,True,8
21,Rice,MID,10,13,0.6,0.0,27.54,30.37,38.45,11.77,8.58,0.14,0.24,0.57,0.06,0.16,-0.17,75.17,65.17,69187.5,1138129.67,False,3
21,Rice,MID,11,2,0.69,0.0,31.91,35.9,38.13,12.83,10.58,0.17,0.26,0.55,0.18,0.09,-0.2,86.5,65.5,106801.0,1259755.67,False,17
21,Rice,MID,12,6,0.69,0.0,30.87,36.45,35.67,14.57,10.92,0.18,0.27,0.47,0.17,0.08,0.05,86.5,66.0,228494.5,1506903.67,True,18
21,Rice,MID,13,4,0.69,0.17,29.83,34.61,33.43,16.82,11.1,0.22,0.3,0.38,0.12,0.05,0.14,86.5,66.67,279819.83,1803449.67,False,7
21,Rice,MID,14,3,0.51,0.17,24.24,30.85,29.1,12.54,12.03,0.16,0.28,0.44,0.01,0.06,0.23,88.5,67.5,293240.83,2102968.83,True,5
21,Rice,MID,15,6,0.52,0.17,26.16,31.28,33.21,15.32,12.22,0.18,0.3,0.42,-0.0,0.05,0.27,87.17,68.33,290800.17,2406366.5,False,2
21,Rice,MID,16,2,0.34,0.17,26.22,33.36,32.13,12.18,14.04,0.13,0.21,0.7,0.04,-0.04,0.31,88.67,69.17,195485.0,2603315.67,True,20
21,Rice,MID,17,11,0.17,0.17,20.3,25.07,31.77,12.01,11.5,0.12,0.18,0.7,-0.12,-0.01,0.49,88.67,69.83,154327.17,2760883.67,False,9
21,Rice,MID,18,5,0.34,0.17,23.01,25.41,32.95,10.83,13.03,0.11,0.18,0.65,-0.11,0.16,0.19,88.67,70.33,51491.0,2814635.5,True,6
21,Rice,MID,20,17,0.34,0.0,22.16,21.42,29.98,10.66,12.52,0.1,0.14,0.79,-0.1,0.2,0.06,88.67,70.83,86783.67,2923895.67,False,4
21,Rice,MID,21,3,0.34,0.0,29.27,30.42,29.4,14.72,12.86,0.19,0.14,0.89,0.14,0.2,0.12,88.67,71.0,-42689.0,2876415.0,True,12
21,Rice,MID,22,3,0.33,0.0,29.0,30.43,26.97,13.0,13.33,0.19,0.14,0.9,0.14,0.2,0.1,90.0,71.33,25842.5,2897828.17,False,16
21,Rice,MID,23,1,0.5,0.0,28.17,30.83,29.15,14.5,11.67,0.19,0.19,0.59,0.15,0.14,0.07,90.0,71.67,172183.33,3075583.83,True,14
21,Rice,MID,24,3,0.5,0.17,29.17,32.37,33.83,13.5,12.33,0.18,0.24,0.65,0.15,0.09,0.35,90.0,72.17,206858.67,3282405.5,False,11
21,Rice,MID,25,5,0.5,0.17,27.17,31.53,36.27,13.67,10.5,0.18,0.28,0.64,0.16,-0.11,0.36,90.0,72.67,224613.0,3503557.33,True,17
21,Rice,MID,26,5,0.67,0.17,26.17,32.03,38.43,11.5,11.0,0.14,0.28,0.53,0.19,-0.28,0.3,90.0,73.17,178711.67,3659590.5,False,5
21,Rice,MID,26,9,0.67,0.17,20.33,22.33,43.42,8.5,10.67,0.06,0.29,0.54,-0.06,-0.29,0.12,90.0,73.83,334499.67,4011264.33,False,20
21,Rice,MID,27,4,0.5,0.17,22.17,24.87,41.92,8.5,11.83,0.05,0.36,0.53,-0.05,-0.19,0.47,90.0,74.33,287894.0,4256888.33,False,18
21,Rice,MID,28,5,0.33,0.17,19.83,19.43,34.67,5.67,12.5,0.03,0.29,0.6,-0.03,-0.13,0.57,90.0,74.83,157425.83,4365780.67,True,7
21,Rice,MID,29,3,0.34,0.0,21.6,17.14,26.52,4.11,12.34,0.02,0.26,0.67,-0.02,0.08,0.19,87.5,75.17,94439.83,4412852.33,False,6
21,Rice,MID,30,3,0.34,0.0,21.43,18.31,23.54,3.43,12.69,0.02,0.21,0.78,-0.02,0.14,0.07,87.5,75.33,12906.33,4375651.83,True,9
21,Rice,MID,32,4,0.34,0.0,21.6,18.34,24.82,4.29,11.66,0.02,0.2,0.93,-0.02,0.14,-0.07,87.5,75.17,-29515.83,4300256.33,True,4
21,Rice,MID,33,2,0.34,0.0,22.11,17.9,23.71,5.49,10.97,0.04,0.24,0.88,-0.04,0.1,0.15,87.5,74.83,-90607.5,4081431.33,False,13
21,Rice,MID,34,2,0.34,0.0,19.03,14.13,24.22,4.29,10.11,0.03,0.15,1.06,-0.03,0.02,-0.03,87.5,74.33,-178864.83,3803369.33,True,15
21,Rice,MID,35,5,0.51,0.17,18.0,13.75,23.79,4.29,8.06,0.03,0.15,1.1,-0.03,0.02,-0.24,87.5,73.67,-132707.17,3619817.0,True,10
21,Rice,MID,36,3,0.7,0.18,16.49,16.04,25.35,4.74,9.12,0.03,0.12,0.99,-0.03,-0.12,-0.28,85.5,73.0,-113714.5,3434186.83,False,19
21,Rice,MID,37,5,0.7,0.18,16.32,14.56,26.91,5.09,8.95,0.03,0.17,1.04,-0.03,-0.17,-0.34,85.5,72.5,-60176.17,3303568.17,True,3
22,Merino,MID,5,1,1.08,0.0,12.47,10.63,12.25,17.89,8.67,0.07,0.05,0.53,-0.07,-0.05,-0.53,55.33,59.33,-3666.67,53367.0,True,13
22,Merino,MID,6,6,0.85,0.0,12.37,12.11,17.02,14.08,9.81,0.06,0.05,0.65,-0.06,-0.05,-0.22,52.75,59.25,-1322.75,55915.75,False,15
22,Merino,MID,7,1,0.78,0.0,20.26,24.78,15.58,20.26,10.13,0.07,0.05,0.62,0.32,-0.05,-0.23,46.2,59.2,-1400.6,57433.6,True,19
22,Merino,MID,14,13,0.0,0.0,20.69,24.16,12.65,15.52,8.02,0.28,0.15,0.46,-0.02,0.37,0.58,58.0,59.0,6175.67,97454.5,True,5
22,Merino,MID,15,1,0.22,0.0,25.68,33.98,16.16,18.66,7.9,0.38,0.16,0.46,0.05,0.5,0.42,68.33,59.0,13682.5,112685.17,False,2
22,Merino,MID,16,1,0.2,0.0,23.56,31.17,15.08,17.52,7.85,0.35,0.15,0.59,0.05,0.45,0.41,74.5,59.17,56560.0,174134.0,True,20
22,Merino,MID,17,1,0.21,0.0,24.47,32.76,13.6,19.08,8.29,0.37,0.15,0.54,0.04,0.48,0.7,72.33,59.5,83792.83,260725.17,False,9
22,Merino,MID,18,2,0.26,0.0,27.31,35.17,12.77,19.77,8.84,0.37,0.17,0.56,0.15,0.35,0.48,57.67,59.67,58121.0,316931.5,True,6
22,Merino,MID,19,2,0.26,0.0,23.98,30.64,12.43,20.63,8.77,0.38,0.06,0.76,0.14,0.2,0.27,58.17,59.67,44778.67,360082.17,True,2
22,Merino,MID,20,1,0.54,0.27,19.31,27.03,21.97,13.32,10.88,0.22,0.07,0.74,0.05,0.21,0.08,55.17,59.5,35681.5,395741.83,False,4
26,Zubimendi,MID,4,16,0.67,0.33,10.33,7.93,3.8,2.67,9.0,0.02,0.02,0.74,-0.02,-0.02,-0.4,90.0,55.0,-10365.67,222834.33,True,16
26,Zubimendi,MID,5,2,0.75,0.25,20.75,23.1,6.48,8.25,7.25,0.05,0.02,0.6,0.45,-0.02,-0.35,90.0,54.75,-12720.25,219654.25,True,13
26,Zubimendi,MID,6,2,0.6,0.2,19.2,20.2,8.98,9.0,6.8,0.05,0.02,0.66,0.35,-0.02,-0.26,90.0,54.6,31272.4,264853.4,False,15
26,Zubimendi,MID,7,3,0.51,0.17,20.34,20.14,13.02,7.63,7.29,0.04,0.11,0.65,0.29,-0.11,-0.14,88.5,54.67,36227.5,305608.0,True,19
26,Zubimendi,MID,8,3,0.54,0.18,22.46,22.53,16.76,7.72,7.54,0.05,0.14,0.44,0.31,-0.14,0.1,83.5,54.67,41030.33,362741.5,False,10
26,Zubimendi,MID,9,5,0.54,0.18,22.46,23.39,18.32,7.9,7.01,0.04,0.15,0.49,0.32,-0.15,0.05,83.5,54.67,35214.5,407596.5,True,8
26,Zubimendi,MID,10,3,0.72,0.0,24.43,26.41,20.64,7.01,8.44,0.04,0.15,0.48,0.32,-0.15,-0.12,83.5,54.67,35514.83,451881.83,False,3
26,Zubimendi,MID,11,5,0.74,0.0,17.37,15.89,21.29,2.59,8.87,0.01,0.15,0.53,-0.01,-0.15,-0.16,81.17,54.83,35507.83,494722.5,False,17
26,Zubimendi,MID,12,2,0.74,0.18,19.96,20.99,22.92,5.17,9.98,0.05,0.16,0.44,-0.05,0.02,0.11,81.17,54.83,-16574.17,480591.67,True,18
26,Zubimendi,MID,13,0,0.73,0.18,17.42,18.98,19.74,5.44,9.98,0.06,0.07,0.35,-0.06,0.11,0.19,82.67,54.67,-28204.33,455390.0,False,7
26,Zubimendi,MID,14,3,0.55,0.37,14.09,15.4,18.62,5.49,8.78,0.06,0.04,0.42,-0.06,0.14,0.31,82.0,54.5,-37007.0,420051.33,True,5
26,Zubimendi,MID,15,2,0.55,0.37,15.18,14.93,16.52,5.12,9.51,0.06,0.03,0.41,-0.06,0.15,0.33,82.0,54.17,-33717.33,387951.83,False,2
26,Zubimendi,MID,16,1,0.37,0.37,15.0,14.01,14.2,5.12,8.23,0.06,0.03,0.72,-0.06,0.15,0.38,82.0,53.83,-30375.0,359083.67,True,20
26,Zubimendi,MID,17,3,0.19,0.38,14.84,14.16,15.16,5.33,8.75,0.06,0.03,0.73,-0.06,0.16,0.41,78.83,53.5,-30230.17,330315.67,False,9
26,Zubimendi,MID,18,2,0.38,0.19,12.18,8.94,11.28,2.28,8.37,0.04,0.02,0.68,-0.04,-0.02,0.08,78.83,53.17,-14823.0,317231.5,True,6
26,Zubimendi,MID,19,8,0.38,0.19,13.7,12.75,11.32,6.28,8.37,0.11,0.03,0.83,-0.11,-0.03,-0.07,78.83,52.83,-13968.33,304099.33,True,2
26,Zubimendi,MID,20,3,0.36,0.0,19.17,19.53,12.96,11.89,8.17,0.23,0.04,1.16,-0.05,-0.04,-0.45,84.5,52.5,-11451.5,293761.33,False,4
26,Zubimendi,MID,21,5,0.18,0.18,19.35,21.8,15.32,11.89,10.3,0.23,0.05,1.35,-0.05,-0.05,-0.28,84.5,52.33,-6591.5,288317.5,True,12
26,Zubimendi,MID,22,3,0.36,0.18,19.7,22.62,15.5,12.25,11.01,0.23,0.07,1.03,-0.05,-0.07,-0.32,84.5,52.17,-5814.5,283281.5,False,16
26,Zubimendi,MID,23,1,0.51,0.17,20.11,22.98,12.26,12.1,11.08,0.22,0.06,0.99,-0.05,-0.06,-0.31,88.0,52.0,-2797.67,281283.17,True,14
26,Zubimendi,MID,24,10,0.36,0.18,20.55,24.73,12.05,18.36,11.27,0.26,0.06,1.1,-0.08,-0.06,-0.01,82.5,52.0,-455.67,281619.67,False,11
26,Zubimendi,MID,25,10,0.55,0.18,23.27,27.75,9.45,20.55,11.45,0.25,0.05,0.97,0.11,-0.05,-0.06,82.5,52.0,-80.17,282258.0,True,17
