element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_influence_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
109,Henry,DEF,18,2,0.33,0.33,13.19,11.21,5.31,2.31,4.95,0.0,0.04,1.57,-0.0,0.29,-0.58,45.5,43.0,179.5,14239.67,True,4
109,Henry,DEF,19,6,0.27,0.27,8.75,9.08,3.97,1.91,4.92,0.0,0.04,1.97,-0.0,0.23,-0.88,54.83,43.0,413.33,14869.83,True,18
109,Henry,DEF,20,1,0.45,0.22,11.61,8.22,3.6,1.34,4.47,0.01,0.03,1.65,-0.01,0.19,-0.98,67.17,43.0,466.83,15506.5,False,9
109,Henry,DEF,21,6,0.52,0.26,12.03,8.69,4.0,1.57,4.97,0.01,0.04,1.72,-0.01,0.22,-0.94,57.33,43.0,610.33,16250.67,True,17
109,Henry,DEF,22,1,0.69,0.23,15.5,9.12,3.52,1.16,4.16,0.01,0.03,1.74,-0.01,0.2,-1.04,64.83,43.0,693.17,17072.0,False,7
109,Henry,DEF,23,2,0.61,0.2,12.04,8.9,3.41,1.02,4.08,0.01,0.03,1.7,-0.01,-0.03,-0.88,73.5,43.0,847.0,18031.0,True,16
109,Henry,DEF,24,6,0.43,0.0,11.22,8.55,2.18,1.08,4.75,0.01,0.05,1.6,-0.01,-0.05,-0.52,69.5,43.0,704.17,18780.67,False,2
109,Henry,DEF,25,1,0.64,0.0,15.71,8.02,2.21,1.27,4.67,0.01,0.04,1.45,-0.01,-0.04,-0.6,70.67,43.0,512.83,19317.33,False,15
109,Henry,DEF,26,2,0.42,0.0,11.46,8.07,4.25,1.06,4.46,0.0,0.05,1.71,-0.0,-0.05,-0.44,70.67,43.0,598.33,19975.83,True,1
109,Henry,DEF,27,1,0.36,0.0,10.98,8.1,3.74,0.9,4.5,0.0,0.04,1.51,-0.0,-0.04,-0.43,83.33,43.0,467.83,20519.83,True,6
109,Henry,DEF,28,4,0.18,0.0,6.48,8.68,3.92,0.9,4.86,0.0,0.04,1.4,-0.0,-0.04,0.04,83.33,43.0,547.67,21168.83,False,3
109,Henry,DEF,29,1,0.18,0.0,9.55,13.44,8.31,1.94,4.95,0.0,0.05,1.26,-0.0,0.13,0.33,84.83,43.0,660.5,21921.33,False,4
110,Kayode,DEF,4,2,0.34,0.0,12.27,19.64,7.88,1.36,6.82,0.0,0.03,1.53,0.0,-0.03,0.17,88.0,45.0,9318.67,33056.67,True,7
110,Kayode,DEF,5,1,0.26,0.0,11.97,19.35,6.37,1.04,7.28,0.0,0.03,1.46,0.0,-0.03,0.1,86.5,45.0,4797.25,36153.5,False,10
110,Kayode,DEF,6,2,0.21,0.0,10.53,18.08,9.78,1.24,6.61,0.0,0.04,1.36,0.0,-0.04,0.49,87.2,45.0,3585.0,38018.4,True,14
110,Kayode,DEF,7,2,0.17,0.0,9.75,17.76,8.33,1.03,6.5,0.0,0.03,1.49,0.0,-0.03,0.22,87.67,45.0,2524.0,38825.17,True,13
110,Kayode,DEF,8,9,0.17,0.0,9.92,16.8,5.73,1.71,6.67,0.0,0.02,1.31,-0.0,-0.02,0.06,87.67,45.0,2159.33,42761.83,False,19
110,Kayode,DEF,9,1,0.17,0.0,11.33,16.0,21.16,2.03,5.08,0.0,0.15,1.17,-0.0,-0.15,0.19,88.67,45.0,2243.0,46582.17,True,12
110,Kayode,DEF,10,1,0.17,0.0,12.86,18.27,25.82,2.88,5.58,0.02,0.18,1.29,-0.02,-0.18,0.06,88.67,45.0,-2205.83,43441.0,False,8
110,Kayode,DEF,11,4,0.17,0.0,13.08,18.0,26.62,2.97,5.41,0.02,0.2,1.26,-0.02,-0.2,0.31,86.0,45.0,781.33,44920.17,True,15
110,Kayode,DEF,12,1,0.17,0.17,16.22,18.45,27.12,2.62,5.23,0.02,0.2,1.15,-0.02,-0.02,0.07,86.0,45.0,718.0,46112.33,False,6
110,Kayode,DEF,13,2,0.17,0.17,16.22,18.42,29.51,6.28,4.88,0.03,0.21,1.0,-0.03,-0.04,0.39,86.0,45.0,2250.33,48992.0,True,3
110,Kayode,DEF,14,1,0.17,0.17,16.74,18.7,31.53,6.28,5.23,0.03,0.23,1.02,-0.03,-0.06,0.37,86.0,45.0,3919.17,57491.67,False,1
110,Kayode,DEF,15,0,0.0,0.17,11.34,16.57,15.84,6.28,6.28,0.03,0.1,1.27,-0.03,0.08,0.47,86.0,45.0,3115.83,60920.67,False,18
110,Kayode,DEF,16,5,0.0,0.36,10.96,15.95,11.3,5.21,7.01,0.01,0.07,1.23,-0.01,0.11,0.56,83.5,45.0,2776.83,64046.5,True,11
110,Kayode,DEF,17,5,0.0,0.34,13.2,18.14,13.05,5.31,7.54,0.01,0.06,1.33,-0.01,0.11,0.22,87.5,45.0,3670.5,68366.33,False,20
110,Kayode,DEF,18,3,0.17,0.34,13.89,18.58,9.14,5.66,8.06,0.01,0.06,1.47,-0.01,-0.06,-0.1,87.5,45.0,5686.67,74990.17,True,4
110,Kayode,DEF,19,6,0.17,0.51,16.46,20.43,8.45,2.91,9.43,0.0,0.05,1.73,-0.0,-0.05,-0.53,87.5,45.0,4572.17,79372.67,True,18
110,Kayode,DEF,20,0,0.34,0.51,19.89,20.57,7.9,3.26,9.09,0.0,0.08,1.74,-0.0,-0.08,-0.71,87.5,45.0,3054.5,78258.5,False,9
110,Kayode,DEF,21,6,0.34,0.69,19.37,18.62,7.94,2.91,8.23,0.0,0.08,1.58,-0.0,-0.08,-0.55,87.5,45.0,4035.17,82657.5,True,17
110,Kayode,DEF,22,1,0.51,0.51,21.69,18.27,10.27,2.88,7.63,0.0,0.08,1.52,-0.0,-0.08,-0.85,88.5,45.0,4403.83,87384.33,False,7
110,Kayode,DEF,23,1,0.51,0.51,18.47,15.63,12.36,3.22,6.27,0.0,0.1,1.54,-0.0,-0.1,-0.69,88.5,45.0,2105.67,89312.67,True,16
110,Kayode,DEF,24,5,0.35,0.35,15.37,14.65,14.46,2.94,5.87,0.0,0.09,1.48,-0.0,-0.09,-0.27,86.83,45.0,425.33,89385.5,False,2
110,Kayode,DEF,25,1,0.52,0.35,15.03,11.95,14.94,2.07,4.84,0.0,0.1,1.43,0.0,-0.1,-0.39,86.83,45.0,-782.17,89116.83,False,15
110,Kayode,DEF,26,2,0.35,0.35,10.88,10.47,13.53,1.04,4.32,0.0,0.06,1.64,0.0,-0.06,-0.26,86.83,45.0,-843.5,88806.17,True,1
110,Kayode,DEF,28,-1,0.35,0.17,12.09,11.82,13.32,1.04,5.36,0.01,0.06,1.59,-0.01,-0.06,-0.39,86.83,45.0,-1488.67,87339.5,False,3
110,Kayode,DEF,29,6,0.17,0.17,8.15,11.85,13.91,1.7,5.6,0.01,0.08,1.46,-0.01,-0.08,0.24,88.33,45.0,-3305.83,86413.5,False,4
110,Kayode,DEF,30,8,0.34,0.17,11.72,11.41,9.65,1.02,5.94,0.01,0.06,1.51,-0.01,-0.06,-0.15,88.33,45.0,-3077.83,85813.67,True,20
110,Kayode,DEF,31,6,0.33,0.17,14.67,17.57,9.3,3.83,6.83,0.07,0.06,1.59,0.09,-0.06,-0.25,90.0,45.0,-718.5,87604.5,False,11
110,Kayode,DEF,32,4,0.33,0.0,14.33,17.37,8.75,4.5,6.67,0.07,0.06,1.27,0.09,-0.06,0.06,90.0,45.0,5001.83,100783.17,True,9
110,Kayode,DEF,33,8,0.33,0.0,17.33,22.53,10.0,6.0,7.17,0.09,0.06,1.15,0.08,0.11,0.18,90.0,45.17,6663.0,110099.17,True,10
110,Kayode,DEF,34,1,0.5,0.0,20.33,22.6,11.78,6.0,6.17,0.08,0.06,1.18,0.09,0.11,-0.02,90.0,45.33,7445.5,119079.5,False,14
110,Kayode,DEF,35,5,0.5,0.0,20.17,21.93,8.63,8.5,5.5,0.17,0.04,1.23,-0.0,0.13,-0.23,90.0,45.5,10201.67,130558.5,True,19
110,Kayode,DEF,36,1,0.5,0.17,18.17,21.07,10.32,8.83,5.0,0.17,0.05,1.07,-0.0,0.12,-0.07,90.0,45.67,10146.0,141031.33,False,13
110,Kayode,DEF,37,0,0.5,0.17,13.83,15.4,10.43,6.0,4.5,0.11,0.04,1.33,-0.11,0.13,-0.17,90.0,45.83,5854.67,146925.67,True,8
110,Kayode,DEF,38,2,0.33,0.33,11.17,15.43,10.48,5.33,4.17,0.11,0.04,1.53,-0.11,0.13,-0.03,90.0,46.0,2568.67,144224.5,False,12
111,Pinnock,DEF,31,10,0.0,0.39,8.29,24.79,0.43,4.74,11.45,0.0,0.02,1.26,0.0,-0.02,0.72,76.0,43.67,-578.67,15903.0,False,11
113,Van den Berg,DEF,4,1,0.33,0.0,13.33,28.53,0.53,8.67,12.33,0.07,0.01,1.53,-0.07,-0.01,0.14,90.0,45.0,9341.0,58684.0,True,7
113,Van den Berg,DEF,5,1,0.25,0.0,11.75,24.5,0.48,6.5,11.0,0.05,0.01,1.46,-0.05,-0.01,0.29,90.0,45.0,6905.75,65361.75,False,10
113,Van den Berg,DEF,6,2,0.2,0.0,10.0,21.72,0.44,5.2,10.0,0.04,0.01,1.37,-0.04,-0.01,0.63,90.0,45.0,4981.6,69099.2,True,14
113,Van den Berg,DEF,7,2,0.17,0.0,9.83,20.53,0.43,15.67,9.0,0.14,0.0,1.49,-0.14,-0.0,0.34,90.0,45.0,3550.0,71056.5,True,13
113,Van den Berg,DEF,8,6,0.17,0.0,10.5,16.07,2.13,12.0,7.0,0.11,0.02,1.32,-0.11,-0.02,0.18,90.0,45.0,2640.17,77446.67,False,19
113,Van den Berg,DEF,9,3,0.17,0.0,11.0,14.53,2.22,12.67,6.5,0.12,0.02,1.17,-0.12,-0.02,0.33,90.0,45.0,2008.83,82141.17,True,12
113,Van den Berg,DEF,10,3,0.17,0.0,9.83,15.5,2.2,12.33,6.67,0.12,0.01,1.3,-0.12,-0.01,0.2,90.0,45.0,-2763.5,79023.17,False,8
113,Van den Berg,DEF,11,2,0.17,0.0,9.83,17.23,2.28,12.67,7.33,0.12,0.02,1.21,-0.12,-0.02,0.29,90.0,45.0,-2773.0,76956.0,True,15
113,Van den Berg,DEF,12,3,0.17,0.0,10.83,19.33,2.32,20.33,7.83,0.25,0.02,1.11,-0.25,-0.02,0.06,90.0,45.0,-2637.5,74882.17,False,6
113,Van den Berg,DEF,13,2,0.17,0.0,11.17,20.5,2.33,10.17,9.0,0.15,0.02,0.97,-0.15,-0.02,0.37,90.0,45.0,-1797.83,73670.17,True,3
113,Van den Berg,DEF,14,1,0.17,0.0,11.83,22.43,2.32,11.17,10.0,0.16,0.02,0.99,-0.16,-0.02,0.35,90.0,45.0,1748.67,95046.17,False,1
113,Van den Berg,DEF,15,1,0.0,0.0,8.5,21.67,2.27,10.83,9.67,0.15,0.02,1.23,-0.15,-0.02,0.44,90.0,45.0,1170.17,96339.83,False,18
113,Van den Berg,DEF,16,4,0.0,0.0,8.33,17.87,2.47,11.17,8.5,0.15,0.02,1.21,-0.15,-0.02,0.46,90.0,45.0,1543.5,97998.17,True,11
113,Van den Berg,DEF,17,7,0.0,0.0,9.83,19.47,2.5,11.17,9.0,0.15,0.01,1.34,-0.15,-0.01,0.16,90.0,45.0,11088.67,110579.33,False,20
113,Van den Berg,DEF,23,1,0.17,0.17,12.5,19.47,2.6,4.17,9.5,0.02,0.01,1.48,-0.02,-0.01,-0.15,90.0,45.0,14300.0,126101.83,True,16
113,Van den Berg,DEF,24,8,0.18,0.18,13.42,21.04,3.01,4.47,9.66,0.03,0.01,1.46,-0.03,-0.01,-0.21,83.83,45.0,12801.83,129865.0,False,2
113,Van den Berg,DEF,25,1,0.36,0.18,15.39,21.04,2.92,3.76,9.3,0.01,0.01,1.72,-0.01,-0.01,-0.65,83.83,45.0,8662.5,110376.83,False,15
113,Van den Berg,DEF,26,6,0.36,0.18,15.03,20.79,2.97,3.4,8.77,0.01,0.01,1.81,-0.01,-0.01,-0.73,83.83,45.0,9351.67,110951.17,True,1
113,Van den Berg,DEF,27,3,0.36,0.18,18.61,26.19,4.56,4.12,9.48,0.02,0.05,1.52,-0.02,0.13,-0.63,83.83,45.0,8707.67,110790.33,True,6
113,Van den Berg,DEF,28,6,0.36,0.18,16.82,24.12,4.44,6.26,9.13,0.09,0.05,1.45,-0.09,0.13,-0.37,83.83,45.0,849.17,101532.17,False,3
113,Van den Berg,DEF,29,6,0.18,0.0,15.21,24.48,4.47,8.95,9.13,0.14,0.05,1.39,-0.14,0.31,0.22,83.83,45.0,846.0,92689.83,False,4
113,Van den Berg,DEF,30,1,0.33,0.0,16.5,21.87,3.97,10.0,8.33,0.14,0.05,1.54,-0.14,0.28,-0.2,90.0,45.0,5639.5,98732.17,True,20
113,Van den Berg,DEF,31,6,0.17,0.0,14.33,20.9,4.13,11.33,8.5,0.16,0.1,1.37,-0.16,0.24,0.3,90.0,45.0,15542.17,114813.17,False,11
113,Van den Berg,DEF,32,3,0.33,0.0,17.5,21.13,4.13,12.67,8.83,0.16,0.1,1.08,-0.16,0.23,0.25,90.0,45.0,18293.17,136575.0,True,9
113,Van den Berg,DEF,33,6,0.33,0.0,15.33,21.3,4.73,11.67,9.17,0.15,0.07,1.24,-0.15,0.1,0.26,90.0,45.17,16765.33,153741.67,True,10
113,Van den Berg,DEF,34,0,0.5,0.0,18.33,21.5,4.8,9.33,8.17,0.08,0.07,1.18,-0.08,0.1,-0.02,90.0,45.33,13250.83,164368.33,False,14
113,Van den Berg,DEF,35,6,0.5,0.17,18.0,19.77,4.85,7.5,7.33,0.04,0.07,1.23,-0.04,-0.07,-0.23,90.0,45.5,9371.67,172260.83,True,19
113,Van den Berg,DEF,37,4,0.5,0.17,18.33,19.43,4.97,8.67,7.5,0.07,0.07,1.07,-0.07,-0.07,-0.07,90.0,45.5,4563.83,176964.67,True,8
113,Van den Berg,DEF,38,4,0.59,0.2,22.99,25.78,5.7,9.63,8.45,0.1,0.12,0.99,-0.1,0.07,-0.2,76.33,45.33,-4293.67,170234.33,False,12
116,Hickey,DEF,15,1,0.28,0.0,10.59,11.03,2.17,9.75,5.85,0.1,0.04,0.75,-0.1,-0.04,0.65,53.83,40.0,-833.33,43067.67,False,18
116,Hickey,DEF,16,6,0.27,0.0,11.45,10.8,2.07,9.55,5.73,0.1,0.04,0.78,-0.1,-0.04,0.31,55.0,40.0,39.17,43291.67,True,11
116,Hickey,DEF,18,1,0.57,0.0,15.95,11.45,2.19,9.97,6.55,0.1,0.04,0.73,-0.1,-0.04,0.13,52.67,40.0,862.0,44400.67,True,4
143,Boscagli,DEF,22,1,0.63,0.63,25.35,24.72,6.46,1.27,10.14,0.0,0.07,1.57,0.0,-0.07,-0.93,47.33,42.33,35.0,9842.33,True,4
143,Boscagli,DEF,25,4,0.39,0.39,23.87,26.69,14.52,4.7,7.43,0.02,0.07,1.37,-0.02,0.32,-0.58,46.0,42.2,3.6,9997.6,True,8
143,Boscagli,DEF,26,1,0.28,0.28,21.66,27.11,10.72,3.38,8.44,0.01,0.07,1.31,-0.01,0.21,-0.46,53.33,42.17,-10.67,10100.33,False,2
143,Boscagli,DEF,29,1,0.3,0.0,21.91,26.35,11.13,3.55,7.4,0.01,0.06,1.2,-0.01,0.24,-0.31,50.67,42.0,78.17,10353.33,True,1
143,Boscagli,DEF,32,10,0.23,0.23,18.6,24.74,8.95,2.33,7.67,0.01,0.05,1.0,-0.01,0.18,-0.07,64.5,42.0,72.5,10592.67,False,3
143,Boscagli,DEF,33,1,0.23,0.23,19.53,26.88,11.0,2.33,9.77,0.01,0.05,0.88,-0.01,0.18,0.05,64.5,42.0,84.17,10810.83,False,18
143,Boscagli,DEF,33,6,0.19,0.19,17.21,25.3,7.34,0.76,9.45,0.0,0.04,0.92,0.0,0.15,0.21,79.33,42.0,1533.5,14155.33,True,7
143,Boscagli,DEF,35,1,0.38,0.19,19.16,23.11,5.22,0.0,10.15,0.0,0.04,0.79,0.0,-0.04,0.15,79.83,42.0,2975.0,17496.33,False,15
145,De Cuyper,DEF,4,1,0.0,0.37,8.05,9.0,13.72,3.66,5.12,0.0,0.17,1.38,0.0,-0.17,0.08,82.0,45.0,-35217.33,603930.0,False,4
145,De Cuyper,DEF,6,8,0.0,0.33,8.03,9.5,12.61,4.01,5.35,0.0,0.16,1.28,0.0,-0.16,0.39,67.25,45.0,-50064.5,568533.0,False,7
145,De Cuyper,DEF,7,1,0.0,0.33,14.45,20.23,12.55,14.78,5.26,0.21,0.15,1.4,0.12,-0.15,0.25,54.8,44.8,-55313.8,515865.8,False,20
145,De Cuyper,DEF,8,1,0.0,0.31,16.53,21.18,16.32,15.92,4.9,0.21,0.17,1.32,0.1,-0.17,0.21,49.0,44.67,-47200.33,480546.0,True,15
145,De Cuyper,DEF,15,8,0.27,0.0,17.73,22.14,36.11,13.16,2.69,0.14,0.18,1.67,0.13,-0.18,0.21,55.83,43.33,-11206.33,238739.83,True,19
145,De Cuyper,DEF,17,6,0.51,0.0,25.06,23.47,47.3,9.2,2.56,0.13,0.28,1.45,0.13,-0.28,0.09,58.67,43.17,-5071.17,233711.17,True,17
145,De Cuyper,DEF,18,1,0.76,0.0,29.5,23.55,45.05,10.08,3.03,0.12,0.29,1.56,0.13,-0.29,-0.55,59.5,43.0,91.83,235647.83,False,1
145,De Cuyper,DEF,19,0,0.68,0.0,25.39,21.17,40.67,9.07,2.72,0.11,0.27,1.85,0.12,-0.27,-0.71,66.17,43.0,7373.67,246783.33,False,19
145,De Cuyper,DEF,20,1,0.66,0.0,24.21,21.7,39.92,9.24,2.64,0.12,0.25,1.93,0.1,-0.25,-0.39,68.17,43.0,11432.67,264476.17,True,3
145,De Cuyper,DEF,21,1,0.52,0.0,16.65,12.95,33.22,5.72,2.6,0.05,0.23,2.1,-0.05,-0.23,-0.28,57.67,43.0,12117.67,280693.33,False,13
145,De Cuyper,DEF,23,1,0.52,0.26,16.65,10.72,28.92,4.42,3.9,0.04,0.2,2.14,-0.04,-0.2,-1.1,57.67,43.0,5840.33,289251.83,False,10
145,De Cuyper,DEF,24,6,0.32,0.32,10.4,9.62,17.71,4.22,4.87,0.05,0.11,2.45,-0.05,-0.11,-0.83,46.17,43.0,1640.67,290448.5,True,9
145,De Cuyper,DEF,25,2,0.32,0.32,10.81,8.14,16.19,2.23,4.13,0.03,0.07,2.17,-0.03,-0.07,-0.58,47.17,43.0,-2651.5,285496.17,True,8
145,De Cuyper,DEF,27,1,0.29,0.29,12.27,9.53,15.31,5.55,4.09,0.09,0.07,1.6,-0.09,-0.07,-0.14,51.33,43.0,-6884.83,276789.67,False,5
146,Dunk,DEF,4,2,0.0,0.0,14.33,12.27,0.97,6.0,6.33,0.06,0.0,1.39,-0.06,0.33,-0.06,90.0,45.0,-2959.33,132584.67,False,4
146,Dunk,DEF,5,3,0.0,0.25,11.75,15.0,3.55,6.5,7.5,0.04,0.0,1.41,-0.04,0.24,0.09,90.0,45.0,-2044.0,135299.25,True,18
146,Dunk,DEF,6,1,0.0,0.2,11.4,17.28,2.92,5.6,8.4,0.04,0.0,1.37,-0.04,0.2,0.23,90.0,45.0,-2388.6,136506.2,False,7
146,Dunk,DEF,7,1,0.0,0.33,10.83,16.17,2.7,5.33,8.33,0.04,0.0,1.44,-0.04,0.16,0.06,90.0,45.0,-2577.5,137004.17,False,20
146,Dunk,DEF,8,2,0.0,0.5,9.5,15.1,2.82,4.33,7.67,0.04,0.01,1.41,-0.04,0.16,0.09,90.0,45.0,-2512.33,141351.17,True,15
146,Dunk,DEF,9,0,0.0,0.5,9.83,15.03,2.92,5.17,7.67,0.04,0.01,1.38,-0.04,0.16,-0.05,90.0,45.0,-3582.67,140523.5,False,14
146,Dunk,DEF,10,6,0.0,0.5,7.33,16.43,3.05,4.5,8.33,0.06,0.01,1.3,-0.06,-0.01,0.54,90.0,45.0,-1949.5,140911.17,True,11
146,Dunk,DEF,11,6,0.17,0.33,11.17,15.07,1.4,3.5,7.33,0.06,0.01,1.14,-0.06,-0.01,0.36,90.0,45.0,-1496.17,141138.33,False,8
146,Dunk,DEF,12,1,0.33,0.33,13.5,13.7,1.55,3.5,6.33,0.06,0.01,1.06,-0.06,-0.01,0.11,90.0,45.0,-1842.5,140541.5,True,5
146,Dunk,DEF,13,6,0.36,0.18,15.09,14.25,1.6,3.82,5.64,0.05,0.01,1.02,-0.05,-0.01,0.07,82.5,45.0,-391.83,141517.67,False,16
146,Dunk,DEF,14,0,0.55,0.0,18.91,16.84,1.29,4.0,6.18,0.04,0.01,1.04,-0.04,-0.01,-0.13,82.5,45.0,-1018.0,141382.0,True,2
146,Dunk,DEF,15,1,0.55,0.0,16.18,17.24,1.33,3.09,5.27,0.04,0.01,1.22,-0.04,-0.01,0.24,82.5,45.0,-8.0,142277.0,True,19
146,Dunk,DEF,16,0,0.55,0.18,18.55,21.09,3.6,3.09,5.64,0.0,0.01,1.19,-0.0,-0.01,-0.28,82.5,45.0,556.67,143891.17,False,12
146,Dunk,DEF,18,0,0.36,0.36,14.55,22.58,3.85,3.09,5.64,0.0,0.01,1.44,-0.0,-0.01,-0.17,82.5,45.0,-1632.33,142534.83,False,1
146,Dunk,DEF,19,2,0.18,0.55,11.27,23.82,4.67,2.73,5.82,0.0,0.02,1.87,-0.0,-0.02,-0.23,82.5,45.0,-1095.67,137893.0,False,19
146,Dunk,DEF,20,6,0.17,0.67,9.33,23.5,4.52,2.67,7.0,0.01,0.02,1.88,-0.01,-0.02,-0.05,90.0,45.0,-1350.5,133416.33,True,3
146,Dunk,DEF,21,3,0.17,0.67,9.5,23.53,6.57,3.33,7.0,0.02,0.03,1.81,-0.02,-0.03,0.02,90.0,45.0,219.5,130248.5,False,13
146,Dunk,DEF,22,2,0.17,0.83,11.17,26.07,6.43,3.33,8.5,0.02,0.03,1.84,-0.02,-0.03,-0.5,90.0,45.0,-955.5,125485.67,True,4
146,Dunk,DEF,23,3,0.17,0.67,10.83,23.73,5.98,3.5,8.17,0.02,0.03,1.87,-0.02,-0.03,-0.53,90.0,45.0,-991.33,120527.0,False,10
146,Dunk,DEF,24,4,0.17,0.5,12.67,25.93,7.8,8.5,9.17,0.06,0.05,1.73,-0.06,-0.05,-0.4,90.0,45.0,774.5,117670.67,True,9
146,Dunk,DEF,25,4,0.17,0.33,14.17,26.07,7.08,8.5,9.83,0.06,0.04,1.42,-0.06,-0.04,-0.25,90.0,45.0,1661.67,119811.83,True,8
146,Dunk,DEF,26,2,0.17,0.17,15.33,27.77,6.8,9.83,10.0,0.1,0.04,1.26,-0.1,-0.04,-0.26,90.0,45.0,1237.5,120832.17,False,2
146,Dunk,DEF,27,6,0.0,0.17,11.67,25.73,4.83,8.83,9.33,0.09,0.03,1.34,-0.09,-0.03,-0.17,90.0,45.0,129.5,120947.17,False,5
146,Dunk,DEF,28,1,0.17,0.0,14.67,22.63,4.9,11.67,8.5,0.1,0.03,1.18,-0.1,-0.03,-0.18,90.0,45.0,960.33,122287.83,True,16
146,Dunk,DEF,30,11,0.17,0.17,14.33,24.03,3.2,10.67,8.67,0.09,0.03,1.11,-0.09,-0.03,-0.11,90.0,45.0,1234.5,123917.5,False,17
146,Dunk,DEF,31,1,0.33,0.17,18.83,23.17,2.85,6.5,9.0,0.06,0.01,1.08,-0.06,-0.01,-0.42,90.0,45.0,1272.33,125274.5,True,12
146,Dunk,DEF,35,1,0.33,0.33,17.33,19.57,2.75,6.5,7.67,0.06,0.02,1.06,-0.06,-0.02,-0.39,90.0,45.0,1701.5,127934.83,False,15
146,Dunk,DEF,36,14,0.4,0.4,18.32,18.0,3.13,5.18,6.77,0.02,0.01,1.24,-0.02,-0.01,-0.44,75.33,45.0,1569.33,125768.67,True,20
146,Dunk,DEF,37,2,0.6,0.4,24.29,23.62,3.13,14.54,6.57,0.08,0.01,1.19,0.12,-0.01,-0.6,75.33,45.0,2016.0,124219.33,False,11
146,Dunk,DEF,38,1,0.4,0.4,21.7,24.65,5.38,12.54,6.57,0.12,0.01,0.95,0.08,-0.01,-0.16,75.33,45.0,3313.5,123990.33,True,14
148,F.Kadıoğlu,DEF,6,2,0.0,0.93,7.42,14.75,9.84,1.86,7.89,0.03,0.02,1.5,-0.03,-0.02,0.35,48.5,44.5,-1143.5,17770.5,False,7
148,F.Kadıoğlu,DEF,7,2,0.0,0.63,7.92,18.76,13.15,1.9,7.61,0.02,0.06,1.6,-0.02,-0.06,-0.02,56.8,44.4,-921.0,17587.6,False,20
148,F.Kadıoğlu,DEF,8,2,0.0,0.48,9.14,17.61,12.13,5.53,6.5,0.04,0.06,1.35,-0.04,-0.06,0.09,62.33,44.33,-669.67,17643.17,True,15
148,F.Kadıoğlu,DEF,9,-1,0.0,0.2,10.16,16.37,11.3,6.3,5.69,0.04,0.12,1.39,-0.04,-0.12,-0.17,73.83,44.17,-674.33,17498.17,False,14
148,F.Kadıoğlu,DEF,10,6,0.0,0.18,8.29,16.45,10.66,7.59,5.47,0.05,0.11,1.36,-0.05,-0.11,0.4,85.0,44.0,-249.5,17337.5,True,11
148,F.Kadıoğlu,DEF,11,6,0.17,0.17,10.62,13.92,10.1,7.58,4.38,0.05,0.1,1.15,-0.05,-0.1,0.37,89.0,44.0,457.0,18213.5,False,8
148,F.Kadıoğlu,DEF,12,2,0.33,0.17,13.83,14.1,9.25,6.83,4.17,0.04,0.1,1.06,-0.04,-0.1,0.11,90.0,44.0,284.0,18810.5,True,5
148,F.Kadıoğlu,DEF,13,7,0.33,0.17,14.0,11.4,6.68,7.33,4.0,0.05,0.11,1.08,-0.05,-0.11,0.09,90.0,44.0,741.83,19930.67,False,16
148,F.Kadıoğlu,DEF,14,1,0.5,0.17,17.5,11.6,5.5,8.0,4.67,0.06,0.1,1.1,-0.06,-0.1,-0.1,90.0,44.0,559.67,20843.17,True,2
148,F.Kadıoğlu,DEF,15,1,0.52,0.17,16.05,12.0,4.81,6.98,5.23,0.06,0.05,1.21,-0.06,-0.05,0.18,86.0,44.0,1191.33,22363.33,True,19
148,F.Kadıoğlu,DEF,16,1,0.53,0.18,18.07,10.59,6.68,5.67,4.96,0.04,0.06,1.16,-0.04,-0.06,-0.28,84.67,44.0,1343.0,24210.0,False,12
148,F.Kadıoğlu,DEF,17,6,0.35,0.18,14.0,11.16,9.09,6.02,4.96,0.05,0.07,1.41,-0.05,-0.07,-0.17,84.67,44.0,548.5,24872.0,True,17
148,F.Kadıoğlu,DEF,18,1,0.35,0.18,13.82,12.08,12.08,6.91,5.31,0.07,0.1,1.52,-0.07,-0.1,-0.28,84.67,44.0,1350.5,26568.0,False,1
148,F.Kadıoğlu,DEF,19,4,0.35,0.18,13.11,11.37,14.1,6.38,4.78,0.06,0.11,1.73,-0.06,-0.11,-0.31,84.67,44.0,869.17,27504.0,False,19
148,F.Kadıoğlu,DEF,20,9,0.18,0.18,10.81,12.93,20.53,5.67,4.25,0.04,0.12,1.97,-0.04,0.05,-0.2,84.67,44.0,1340.33,29202.67,True,3
148,F.Kadıoğlu,DEF,21,2,0.34,0.17,18.78,15.16,27.51,5.75,4.06,0.04,0.2,1.63,-0.04,-0.03,-0.44,88.67,44.0,2135.5,31736.33,False,13
148,F.Kadıoğlu,DEF,22,2,0.33,0.0,20.0,17.47,25.38,7.83,4.5,0.08,0.18,1.88,-0.08,-0.01,-0.71,90.0,44.0,1487.5,33118.67,True,4
148,F.Kadıoğlu,DEF,23,1,0.33,0.0,21.25,18.33,26.48,9.03,4.52,0.07,0.17,1.79,-0.07,-0.01,-0.79,89.67,44.0,2746.0,36197.0,False,10
