element,name,pos,round,total_points,roll_clean_sheets_p90,roll_yellow_cards_p90,roll_bps_p90,roll_influence_p90,roll_creativity_p90,roll_threat_p90,roll_defensive_contribution_p90,roll_expected_goals_p90,roll_expected_assists_p90,roll_expected_goals_conceded_p90,roll_goal_overperf_p90,roll_assist_overperf_p90,roll_goal_conceded_overperf_p90,roll_minutes,roll_value,roll_transfers_balance,roll_selected,was_home,opponent_team
5,Gabriel,DEF,4,9,0.67,0.0,19.0,17.2,1.67,4.0,5.67,0.02,0.01,0.74,-0.02,-0.01,-0.4,90.0,60.33,75630.33,2093702.0,True,16
5,Gabriel,DEF,5,2,0.75,0.0,22.25,19.9,1.57,5.25,6.75,0.06,0.01,0.6,-0.06,-0.01,-0.35,90.0,60.5,79181.75,2203082.25,True,13
5,Gabriel,DEF,6,13,0.6,0.0,20.4,19.84,1.72,4.2,7.0,0.05,0.01,0.66,-0.05,-0.01,-0.26,90.0,60.6,72506.2,2282314.8,False,15
5,Gabriel,DEF,7,9,0.5,0.0,22.67,29.33,1.85,9.0,9.0,0.08,0.01,0.65,0.09,-0.01,-0.15,90.0,60.67,91460.67,2371830.17,True,19
5,Gabriel,DEF,8,12,0.5,0.0,24.33,29.63,2.13,8.67,9.83,0.08,0.02,0.48,0.09,-0.02,0.02,90.0,61.0,175569.17,2656570.67,False,10
5,Gabriel,DEF,9,9,0.5,0.0,25.5,32.97,3.52,10.17,10.83,0.11,0.02,0.52,0.05,0.15,-0.03,90.0,61.5,201422.5,2918860.67,True,8
5,Gabriel,DEF,10,12,0.67,0.0,29.5,34.93,5.15,11.33,11.17,0.13,0.02,0.52,0.04,0.15,-0.18,90.0,62.0,278525.83,3257366.83,False,3
5,Gabriel,DEF,11,1,0.67,0.17,30.67,36.27,6.82,10.5,11.33,0.09,0.11,0.55,0.07,0.23,-0.22,90.0,62.67,349717.17,3653683.67,False,17
5,Gabriel,DEF,18,1,0.67,0.17,29.5,36.57,9.0,11.17,10.83,0.09,0.11,0.48,0.07,0.22,0.02,90.0,63.5,420927.5,4121735.0,True,6
5,Gabriel,DEF,19,15,0.77,0.19,27.83,27.36,9.92,7.29,9.02,0.07,0.12,0.5,-0.07,0.26,-0.11,78.17,63.67,377583.0,3911663.33,True,2
5,Gabriel,DEF,20,9,0.79,0.2,30.07,32.8,10.11,14.04,7.71,0.15,0.12,0.55,0.05,0.27,-0.15,75.83,63.83,345316.5,3668732.17,False,4
5,Gabriel,DEF,21,6,0.59,0.2,26.7,37.15,8.11,14.84,8.31,0.14,0.12,0.74,0.26,0.08,0.05,75.83,64.17,443771.0,3513058.83,True,12
5,Gabriel,DEF,22,8,0.59,0.2,25.32,36.08,7.34,15.43,7.71,0.15,0.12,0.72,0.25,0.08,0.07,75.83,64.5,504074.67,3412308.67,False,16
5,Gabriel,DEF,23,1,0.59,0.0,23.14,32.84,5.42,15.63,6.92,0.17,0.02,0.7,0.22,-0.02,0.09,75.83,65.0,536902.5,3336030.33,True,14
5,Gabriel,DEF,24,8,0.59,0.0,22.15,31.25,3.2,15.23,7.12,0.17,0.02,0.76,0.22,-0.02,0.23,75.83,65.5,500123.17,3217558.67,False,11
5,Gabriel,DEF,25,6,0.68,0.0,23.95,32.78,2.87,15.74,8.21,0.15,0.02,0.63,0.19,-0.02,0.23,87.67,66.83,560143.5,3792621.67,True,17
5,Gabriel,DEF,26,3,0.67,0.0,21.33,26.83,2.85,9.5,8.5,0.08,0.02,0.53,0.09,-0.02,0.3,90.0,68.17,552303.83,4351226.67,False,5
5,Gabriel,DEF,26,4,0.67,0.17,21.0,24.77,3.67,7.67,9.5,0.07,0.03,0.54,-0.07,-0.03,0.12,90.0,69.17,429314.17,4794753.5,False,20
5,Gabriel,DEF,27,2,0.5,0.17,20.33,26.6,4.95,5.67,9.5,0.05,0.04,0.53,-0.05,0.12,0.47,90.0,70.0,340389.83,5107351.0,False,18
5,Gabriel,DEF,28,9,0.33,0.17,17.67,26.37,4.98,4.83,9.33,0.02,0.04,0.6,-0.02,0.12,0.56,90.0,70.5,222139.17,5291731.83,True,7
5,Gabriel,DEF,29,11,0.33,0.33,22.0,25.23,4.38,4.83,10.17,0.03,0.13,0.66,-0.03,0.2,0.17,90.0,70.83,172745.67,5427279.33,False,6
5,Gabriel,DEF,30,9,0.33,0.33,23.67,25.9,4.3,2.0,10.83,0.03,0.13,0.77,-0.03,0.21,0.06,90.0,71.0,135654.5,5526524.5,True,9
5,Gabriel,DEF,32,4,0.33,0.33,24.0,26.57,4.52,2.5,11.33,0.03,0.13,0.91,-0.03,0.2,-0.08,90.0,71.17,106247.33,5593260.5,True,4
5,Gabriel,DEF,33,0,0.33,0.17,23.67,22.07,3.55,4.67,9.67,0.02,0.13,0.86,-0.02,0.37,0.14,90.0,71.33,73748.5,5602708.33,False,13
5,Gabriel,DEF,34,8,0.33,0.33,20.5,20.37,1.08,5.5,9.83,0.03,0.11,1.04,-0.03,0.22,-0.04,90.0,71.33,1321.33,5521079.67,True,15
5,Gabriel,DEF,35,6,0.5,0.33,23.33,21.87,3.2,5.83,10.33,0.03,0.11,1.08,-0.03,0.22,-0.25,90.0,71.33,24933.67,5583684.0,True,10
5,Gabriel,DEF,36,11,0.67,0.17,23.33,24.7,3.45,14.17,9.83,0.13,0.02,0.96,-0.13,0.15,-0.3,90.0,71.5,63000.33,5636390.17,False,19
5,Gabriel,DEF,37,6,0.67,0.17,22.0,23.53,3.6,16.5,9.0,0.18,0.02,1.02,-0.18,0.15,-0.35,90.0,71.67,64560.5,5685598.0,True,3
5,Gabriel,DEF,38,1,0.67,0.17,20.67,21.13,3.28,16.5,8.0,0.17,0.02,0.88,-0.17,0.15,-0.21,90.0,71.83,71424.17,5742580.83,False,8
6,Saliba,DEF,5,2,0.98,0.0,27.39,25.83,1.08,0.98,10.76,0.0,0.0,0.83,0.0,-0.0,-0.83,61.33,60.33,79177.33,1744401.0,True,13
6,Saliba,DEF,6,1,0.66,0.0,23.32,24.57,1.71,1.97,10.18,0.04,0.01,0.85,-0.04,-0.01,-0.52,68.5,60.25,9782.0,1675725.5,False,15
6,Saliba,DEF,7,6,0.56,0.0,22.29,22.63,4.8,2.26,9.03,0.04,0.03,0.78,-0.04,-0.03,-0.5,63.8,60.2,5071.2,1638430.8,True,19
6,Saliba,DEF,8,6,0.66,0.0,23.99,23.85,4.22,1.76,8.8,0.03,0.03,0.72,-0.03,-0.03,-0.5,68.17,60.17,5972.0,1619754.83,False,10
6,Saliba,DEF,9,1,0.66,0.0,24.21,20.77,4.82,2.2,6.6,0.03,0.04,0.48,-0.03,-0.04,-0.26,68.17,60.17,4904.17,1666496.67,True,8
6,Saliba,DEF,10,6,0.49,0.0,22.99,20.62,5.27,1.98,6.43,0.03,0.04,0.52,-0.03,-0.04,-0.27,60.67,60.17,-35599.5,1603136.67,False,3
6,Saliba,DEF,11,1,0.6,0.0,23.6,19.92,5.48,1.6,5.8,0.03,0.04,0.5,-0.03,-0.04,-0.3,75.0,60.0,-54687.33,1500986.67,False,17
6,Saliba,DEF,12,2,0.6,0.0,21.4,18.96,5.78,2.0,5.2,0.03,0.04,0.41,-0.03,-0.04,-0.01,75.0,60.0,-22272.5,1496260.5,True,18
6,Saliba,DEF,16,2,0.55,0.0,20.18,19.09,3.38,1.45,5.45,0.03,0.03,0.35,-0.03,-0.03,0.19,82.5,60.0,-2185.17,1509544.0,True,20
6,Saliba,DEF,17,6,0.36,0.0,17.27,16.95,3.91,2.18,4.91,0.03,0.03,0.33,-0.03,-0.03,0.39,82.5,60.0,-26876.5,1470636.83,False,9
6,Saliba,DEF,18,2,0.36,0.0,17.45,16.87,3.65,1.82,5.27,0.03,0.02,0.29,-0.03,-0.02,0.44,82.5,59.83,-14798.67,1446025.5,True,6
6,Saliba,DEF,19,2,0.33,0.0,16.0,15.97,3.23,2.0,5.17,0.03,0.02,0.39,-0.03,-0.02,0.44,90.0,59.67,-4343.17,1435078.0,True,2
6,Saliba,DEF,20,1,0.17,0.0,12.83,14.33,2.38,2.0,4.83,0.03,0.02,0.77,-0.03,-0.02,0.23,90.0,59.5,22950.5,1445908.83,False,4
6,Saliba,DEF,21,7,0.17,0.0,13.67,14.27,1.77,1.0,5.17,0.0,0.01,0.93,0.0,-0.01,0.07,90.0,59.33,25530.33,1456950.0,True,12
6,Saliba,DEF,22,8,0.33,0.0,16.33,13.97,4.73,1.0,5.17,0.0,0.03,0.98,0.0,-0.03,-0.15,90.0,59.17,3982.83,1442846.83,False,16
6,Saliba,DEF,23,1,0.5,0.0,18.67,14.17,5.72,1.67,5.17,0.02,0.03,0.97,-0.02,-0.03,-0.31,90.0,59.17,34699.5,1484135.67,True,14
6,Saliba,DEF,24,6,0.33,0.0,15.0,13.77,11.28,2.0,4.83,0.02,0.04,1.06,-0.02,-0.04,0.11,90.0,59.33,27708.67,1513599.67,False,11
6,Saliba,DEF,25,7,0.5,0.0,16.83,13.73,11.67,1.67,4.83,0.02,0.05,0.94,-0.02,-0.05,0.06,90.0,59.5,18583.5,1529530.0,True,17
6,Saliba,DEF,26,1,0.67,0.17,19.83,15.57,12.57,1.67,6.0,0.02,0.05,0.53,-0.02,-0.05,0.3,90.0,59.67,28745.17,1563696.5,False,20
6,Saliba,DEF,27,2,0.67,0.17,19.5,15.77,12.88,1.67,6.0,0.02,0.05,0.34,-0.02,-0.05,0.49,90.0,60.0,54159.0,1624441.5,False,18
6,Saliba,DEF,28,10,0.5,0.17,16.33,16.23,10.08,2.83,6.5,0.05,0.03,0.41,-0.05,-0.03,0.59,90.0,60.33,48413.0,1677771.83,True,7
6,Saliba,DEF,30,11,0.33,0.17,16.0,18.9,8.27,7.0,6.67,0.08,0.03,0.52,0.08,-0.03,0.64,90.0,60.5,29765.17,1711246.17,True,9
6,Saliba,DEF,32,1,0.5,0.17,21.17,22.07,7.77,7.0,8.0,0.08,0.02,0.58,0.08,-0.02,0.09,90.0,60.67,20837.67,1739639.67,True,4
6,Saliba,DEF,33,3,0.33,0.17,19.67,23.13,9.05,7.33,8.5,0.08,0.02,0.76,0.08,-0.02,0.25,90.0,60.83,32840.5,1776494.67,False,13
6,Saliba,DEF,34,7,0.17,0.0,17.17,23.7,8.4,7.33,8.33,0.08,0.02,0.95,0.08,-0.02,0.38,90.0,61.0,9287.83,1780957.17,True,15
6,Saliba,DEF,35,6,0.33,0.0,20.67,23.13,8.27,7.33,8.0,0.08,0.02,1.07,0.08,-0.02,-0.07,90.0,61.0,-2778.5,1794791.67,True,10
6,Saliba,DEF,36,5,0.5,0.0,23.67,24.07,11.92,7.17,7.67,0.04,0.07,1.0,0.12,-0.07,-0.17,90.0,61.0,28420.67,1826053.5,False,19
6,Saliba,DEF,37,8,0.67,0.17,23.67,22.17,12.43,3.0,8.0,0.0,0.1,1.02,0.0,-0.1,-0.35,90.0,61.17,49079.0,1877856.67,True,3
7,Calafiori,DEF,4,5,0.8,0.4,32.14,33.75,10.21,27.32,4.82,0.57,0.01,0.63,-0.17,0.79,-0.22,74.67,55.33,203447.0,515223.67,True,16
7,Calafiori,DEF,5,2,0.93,0.62,29.69,27.65,11.75,21.65,4.64,0.44,0.01,0.51,-0.13,0.61,-0.2,72.75,55.75,267384.5,778830.25,True,13
7,Calafiori,DEF,6,1,0.71,0.47,24.33,21.97,10.44,21.02,4.72,0.37,0.02,0.6,-0.13,0.45,-0.13,76.2,56.0,229067.8,950395.6,False,15
7,Calafiori,DEF,7,6,0.6,0.6,20.6,19.32,12.2,19.8,4.6,0.33,0.03,0.62,-0.13,0.37,-0.02,75.0,56.17,204985.5,1082900.67,True,19
7,Calafiori,DEF,8,6,0.6,0.4,19.07,13.75,12.77,16.49,4.97,0.18,0.03,0.51,-0.18,0.37,0.09,75.5,56.5,209173.67,1370061.0,False,10
7,Calafiori,DEF,9,6,0.56,0.38,15.75,8.21,9.54,13.12,5.44,0.11,0.03,0.53,-0.11,-0.03,0.03,80.0,56.83,168957.33,1587357.0,True,8
7,Calafiori,DEF,10,6,0.76,0.38,19.3,7.38,10.09,11.66,4.39,0.1,0.03,0.53,-0.1,-0.03,-0.15,78.5,57.17,117114.5,1734326.33,False,3
7,Calafiori,DEF,11,1,0.76,0.19,22.36,9.32,8.24,14.4,5.12,0.11,0.03,0.51,-0.11,-0.03,-0.13,79.17,57.33,58048.17,1803008.17,False,17
7,Calafiori,DEF,12,2,0.76,0.19,20.84,10.8,8.55,17.43,5.12,0.13,0.03,0.43,-0.13,-0.03,0.14,79.17,57.5,48649.83,1864019.0,True,18
7,Calafiori,DEF,13,0,0.73,0.0,21.59,11.43,5.55,15.97,5.62,0.12,0.03,0.32,-0.12,-0.03,0.22,82.67,57.67,10047.5,1877021.17,False,7
7,Calafiori,DEF,14,7,0.58,0.19,18.89,13.34,5.09,13.3,6.55,0.09,0.03,0.34,-0.09,-0.03,0.24,77.83,57.83,199.17,1877106.5,True,5
7,Calafiori,DEF,15,1,0.58,0.19,20.24,15.69,4.39,16.57,7.32,0.12,0.03,0.32,-0.12,-0.03,0.26,77.83,58.0,2405.33,1886001.67,False,2
7,Calafiori,DEF,17,6,0.38,0.38,15.48,15.94,4.22,17.2,8.22,0.1,0.03,0.49,-0.1,-0.03,0.28,78.5,58.0,4292.83,1895004.17,False,9
7,Calafiori,DEF,24,1,0.37,0.37,13.41,15.32,4.28,13.41,7.9,0.09,0.03,0.5,-0.09,-0.03,0.23,81.67,57.83,-10661.67,1776800.5,False,11
7,Calafiori,DEF,25,6,0.43,0.43,16.48,15.66,3.49,9.76,8.46,0.11,0.03,0.5,-0.11,-0.03,-0.07,69.17,57.5,-14456.67,1574637.67,True,17
7,Calafiori,DEF,26,1,0.69,0.46,19.57,15.51,3.71,9.9,8.29,0.11,0.03,0.56,-0.11,-0.03,-0.33,65.17,57.17,10559.5,1403015.17,False,5
7,Calafiori,DEF,26,1,0.76,0.25,20.79,13.64,4.11,10.9,7.1,0.12,0.03,0.62,-0.12,-0.03,-0.37,59.17,56.83,25190.5,1246828.0,False,20
7,Calafiori,DEF,38,1,0.88,0.0,22.35,15.71,19.47,23.24,3.24,0.17,0.08,0.6,-0.17,-0.08,-0.31,51.0,56.0,5537.17,788309.67,False,8
8,J.Timber,DEF,4,8,0.52,0.52,37.67,57.24,21.56,45.0,8.37,0.47,0.05,0.71,0.58,0.47,-0.18,57.33,55.33,142113.67,419334.67,True,16
8,J.Timber,DEF,5,1,0.69,0.34,37.44,44.38,18.62,41.56,7.56,0.41,0.04,0.53,0.27,0.3,-0.19,65.5,55.75,184220.5,623345.25,True,13
8,J.Timber,DEF,6,2,0.53,0.53,32.99,38.59,17.97,34.05,7.92,0.32,0.04,0.58,0.21,0.22,-0.05,68.2,56.0,195187.2,797671.2,False,15
8,J.Timber,DEF,7,11,0.42,0.42,28.19,35.67,22.2,32.16,7.52,0.36,0.08,0.59,0.06,0.13,0.04,71.83,56.33,188800.83,944576.5,True,19
8,J.Timber,DEF,8,6,0.54,0.18,32.45,33.71,22.02,32.81,7.53,0.34,0.07,0.47,0.02,0.29,0.06,83.67,56.83,221634.17,1227856.83,False,10
8,J.Timber,DEF,9,6,0.51,0.17,23.82,18.68,21.45,19.4,6.81,0.18,0.09,0.5,-0.18,0.08,0.02,88.17,57.5,310377.83,1602721.17,True,8
8,J.Timber,DEF,10,6,0.68,0.17,26.88,18.75,22.19,17.86,6.29,0.17,0.09,0.49,-0.17,0.09,-0.15,88.17,58.17,277208.67,1918650.0,False,3
8,J.Timber,DEF,11,1,0.68,0.17,23.99,16.3,20.18,14.8,5.95,0.15,0.08,0.52,-0.15,0.09,-0.18,88.17,58.83,282119.0,2231031.67,False,17
8,J.Timber,DEF,12,5,0.67,0.0,22.0,15.3,18.5,14.5,5.17,0.15,0.08,0.48,-0.15,0.09,0.02,90.0,59.5,258217.67,2514198.33,True,18
8,J.Timber,DEF,13,2,0.67,0.0,21.33,13.7,14.6,13.67,4.33,0.14,0.05,0.39,-0.14,0.28,0.11,90.0,60.17,305379.67,2845790.83,False,7
8,J.Timber,DEF,14,1,0.5,0.0,15.5,12.03,12.32,9.83,3.83,0.16,0.05,0.44,-0.16,0.12,0.23,90.0,61.0,326411.17,3170307.67,True,5
8,J.Timber,DEF,15,3,0.36,0.0,12.52,11.32,7.69,9.62,3.99,0.18,0.03,0.41,-0.18,0.15,0.31,82.67,61.83,290443.67,3477269.0,False,2
8,J.Timber,DEF,16,2,0.18,0.0,9.25,13.54,4.99,9.98,5.08,0.22,0.02,0.72,-0.22,0.16,0.37,82.67,62.5,263841.83,3748158.17,True,20
8,J.Timber,DEF,17,6,0.0,0.0,6.9,14.01,7.77,8.71,4.72,0.22,0.02,0.71,-0.22,0.16,0.56,82.67,63.17,175588.5,3920458.17,False,9
8,J.Timber,DEF,19,9,0.18,0.0,10.34,13.28,9.04,11.07,4.54,0.3,0.03,0.67,-0.3,0.15,0.24,82.67,63.83,155225.17,4087258.67,True,2
8,J.Timber,DEF,20,3,0.37,0.0,14.57,14.64,10.57,12.36,4.98,0.27,0.03,0.79,-0.27,0.16,-0.05,81.33,64.17,-30559.33,4040930.83,False,4
8,J.Timber,DEF,21,6,0.37,0.0,14.57,18.59,14.11,11.99,5.72,0.22,0.02,0.91,-0.22,0.16,0.01,81.33,64.33,-85606.17,4005882.0,True,12
8,J.Timber,DEF,22,5,0.51,0.0,16.92,17.73,13.52,12.35,5.58,0.2,0.02,0.88,-0.2,0.15,-0.03,88.67,64.17,-163338.33,3864152.0,False,16
8,J.Timber,DEF,23,1,0.68,0.17,18.61,13.74,13.58,12.69,4.23,0.18,0.03,0.57,-0.18,0.14,-0.06,88.67,64.0,-160958.17,3738622.67,True,14
8,J.Timber,DEF,24,5,0.68,0.17,17.09,13.3,11.18,11.33,4.23,0.15,0.02,0.63,-0.15,0.15,0.22,88.67,63.67,-125506.0,3650856.17,False,11
8,J.Timber,DEF,25,6,0.68,0.34,16.07,13.23,11.72,9.3,4.23,0.09,0.05,0.62,-0.09,0.12,0.23,88.67,63.33,-127044.67,3548949.33,True,17
8,J.Timber,DEF,26,2,0.67,0.33,15.17,11.43,8.37,5.17,4.83,0.04,0.05,0.53,-0.04,-0.05,0.3,90.0,63.33,14780.67,3615530.83,False,5
8,J.Timber,DEF,26,1,0.67,0.33,16.33,8.33,8.28,5.17,3.67,0.04,0.06,0.54,-0.04,-0.06,0.12,90.0,63.33,58242.5,3684537.67,False,20
8,J.Timber,DEF,27,3,0.5,0.33,13.83,8.7,9.02,4.83,3.5,0.04,0.06,0.53,-0.04,-0.06,0.47,90.0,63.5,129313.5,3784758.83,False,18
8,J.Timber,DEF,28,8,0.36,0.36,14.23,13.8,16.03,4.8,3.56,0.02,0.1,0.57,-0.02,0.08,0.68,84.33,63.67,81937.67,3827283.0,True,7
8,J.Timber,DEF,29,13,0.36,0.36,19.03,13.3,17.52,4.45,3.91,0.1,0.1,0.63,0.08,0.08,0.26,84.33,63.83,33683.0,3821840.17,False,6
8,J.Timber,DEF,30,1,0.36,0.18,21.34,18.25,18.28,3.2,5.87,0.07,0.08,0.75,0.1,0.28,0.14,84.33,63.83,41379.67,3827620.67,True,9
10,Lewis-Skelly,DEF,35,6,0.0,0.33,7.88,12.88,12.81,6.9,3.94,0.03,0.02,1.39,-0.03,-0.02,0.25,45.67,50.67,4040.83,207132.5,True,10
10,Lewis-Skelly,DEF,36,6,0.3,0.3,12.98,12.63,9.09,3.84,3.84,0.01,0.03,1.29,-0.01,-0.03,-0.11,50.83,50.5,-4212.5,192568.0,False,19
10,Lewis-Skelly,DEF,37,1,0.55,0.0,17.45,11.58,9.36,3.05,3.05,0.01,0.03,1.38,-0.01,-0.03,-0.55,54.17,50.33,-1063.0,189078.33,True,3
10,Lewis-Skelly,DEF,38,2,0.55,0.0,18.33,11.38,9.27,3.01,3.01,0.01,0.03,0.82,-0.01,-0.03,-0.27,54.83,50.17,10077.0,196600.67,False,8
11,White,DEF,16,1,0.72,0.0,31.32,32.11,21.02,11.52,9.36,0.13,0.15,1.22,-0.13,0.21,-0.5,83.33,53.67,4069.67,63128.33,True,20
11,White,DEF,19,1,0.64,0.0,28.93,28.67,21.47,10.93,8.36,0.12,0.14,1.13,-0.12,0.19,-0.49,70.0,53.75,70235.25,144352.75,True,2
11,White,DEF,22,6,0.63,0.0,27.91,28.91,24.18,10.66,8.47,0.12,0.13,1.73,-0.12,0.18,-0.79,57.4,53.2,49518.0,131459.8,False,16
11,White,DEF,23,1,0.72,0.0,26.26,24.06,21.89,10.5,7.4,0.1,0.11,1.4,-0.1,0.13,-0.68,62.83,52.83,41400.67,121622.67,True,14
11,White,DEF,32,1,0.53,0.0,23.63,25.49,21.61,11.95,7.43,0.11,0.13,1.4,-0.11,0.14,-0.33,56.5,52.17,41821.67,121884.83,True,4
11,White,DEF,33,1,0.28,0.0,15.56,18.44,17.83,10.83,6.67,0.11,0.1,1.69,-0.11,-0.1,-0.03,54.0,51.83,42670.17,124242.67,False,13
11,White,DEF,35,6,0.58,0.0,17.71,15.5,14.23,4.06,6.68,0.02,0.03,1.39,-0.02,-0.03,-0.23,51.67,51.0,-3994.0,70522.83,True,10
11,White,DEF,36,1,0.7,0.0,20.81,14.59,12.51,4.68,6.08,0.02,0.06,0.74,-0.02,-0.06,-0.04,64.17,51.0,2439.67,69098.33,False,19
12,Zinchenko,DEF,17,1,0.0,0.0,16.36,22.27,18.64,5.34,7.47,0.01,0.11,1.23,-0.01,-0.11,0.2,84.33,49.0,-423.67,39194.33,False,10
12,Zinchenko,DEF,19,1,0.0,0.0,16.83,22.33,18.27,5.15,7.56,0.01,0.1,1.29,-0.01,-0.1,0.08,65.5,49.0,-149.5,36396.25,True,9
36,Cash,DEF,4,5,0.36,0.36,14.94,22.84,17.36,2.49,7.11,0.0,0.12,1.57,-0.0,-0.12,-0.5,84.33,45.0,90947.67,438921.33,False,9
36,Cash,DEF,5,10,0.52,0.52,14.43,20.31,17.16,2.36,6.3,0.0,0.13,1.7,-0.0,-0.13,-0.92,85.75,45.0,58864.75,470030.25,False,17
36,Cash,DEF,6,2,0.42,0.42,17.46,25.32,15.09,4.16,6.03,0.01,0.11,1.57,0.2,-0.11,-0.74,86.6,45.0,49843.4,494161.8,True,10
36,Cash,DEF,7,2,0.34,0.34,15.83,24.06,12.75,3.61,6.54,0.01,0.09,1.46,0.16,-0.09,-0.6,87.17,45.17,48217.0,517972.5,True,3
36,Cash,DEF,8,2,0.17,0.35,13.26,19.67,15.59,4.88,5.23,0.01,0.1,1.29,0.16,-0.1,-0.25,86.0,45.33,52593.0,600845.5,False,18
36,Cash,DEF,9,15,0.17,0.35,12.38,17.23,13.26,4.71,5.06,0.02,0.06,1.21,0.15,-0.06,-0.17,86.0,45.5,7649.17,615157.0,True,13
36,Cash,DEF,10,0,0.34,0.17,19.59,23.74,12.41,5.57,5.57,0.03,0.05,1.08,0.31,-0.05,-0.4,88.83,45.67,-5683.33,614767.5,False,12
36,Cash,DEF,11,6,0.17,0.17,17.39,24.28,12.29,6.59,6.08,0.03,0.04,0.93,0.3,-0.04,0.09,88.83,45.83,6636.83,626821.67,True,4
36,Cash,DEF,12,2,0.34,0.17,16.04,18.88,11.25,6.25,6.08,0.03,0.03,1.02,0.14,-0.03,-0.18,88.83,46.0,7509.33,638589.67,False,11
36,Cash,DEF,13,6,0.34,0.17,16.38,18.24,16.02,6.75,5.4,0.04,0.07,1.17,0.13,-0.07,-0.32,88.83,46.0,8245.83,650669.17,True,20
36,Cash,DEF,14,4,0.5,0.17,19.33,18.57,14.08,8.67,5.67,0.04,0.07,1.17,0.12,-0.07,-0.5,90.0,46.0,19954.0,726990.5,False,6
36,Cash,DEF,15,9,0.5,0.17,19.67,23.37,16.95,8.17,6.17,0.04,0.12,1.41,0.13,0.04,-0.41,90.0,46.17,31351.5,761597.33,True,1
36,Cash,DEF,16,0,0.34,0.17,16.46,23.37,16.3,11.08,6.04,0.07,0.12,1.54,0.1,0.05,-0.36,89.33,46.33,39107.33,802096.67,False,19
36,Cash,DEF,17,2,0.34,0.17,17.63,22.57,15.78,9.74,5.88,0.06,0.12,1.51,0.1,0.05,-0.34,89.33,46.83,174168.0,993775.67,True,14
36,Cash,DEF,18,1,0.17,0.17,14.27,21.59,15.8,9.07,5.71,0.07,0.12,1.46,0.09,0.05,-0.12,89.33,47.33,172121.67,1163955.5,False,7
36,Cash,DEF,20,5,0.17,0.34,12.93,21.16,12.61,8.73,5.71,0.06,0.07,1.52,0.11,0.09,-0.18,89.33,47.83,156320.67,1309219.33,True,16
36,Cash,DEF,21,6,0.0,0.34,11.78,23.28,15.11,6.22,5.38,0.05,0.1,1.58,0.11,0.24,-0.06,89.17,48.17,141997.83,1333896.83,False,8
36,Cash,DEF,22,2,0.17,0.34,14.13,21.57,15.33,6.9,5.38,0.06,0.07,1.46,0.11,0.1,-0.45,89.17,48.33,144579.17,1415158.67,True,9
36,Cash,DEF,23,6,0.17,0.33,12.02,16.86,16.1,3.51,5.01,0.02,0.09,1.22,-0.02,0.08,-0.22,89.83,48.5,162196.83,1516974.5,False,15
36,Cash,DEF,24,2,0.33,0.17,13.86,16.23,14.29,4.34,4.68,0.03,0.09,1.41,-0.03,0.08,-0.74,89.83,48.33,17264.0,1455441.0,True,5
36,Cash,DEF,25,2,0.33,0.17,16.36,19.2,20.92,8.52,5.34,0.05,0.14,1.25,-0.05,0.03,-0.59,89.83,48.17,28365.5,1424954.67,False,4
36,Cash,DEF,27,2,0.33,0.0,16.86,19.44,19.27,11.69,5.18,0.06,0.14,1.24,-0.06,0.03,-0.57,89.83,48.0,39585.17,1413694.17,True,11
36,Cash,DEF,28,0,0.34,0.0,15.62,18.13,19.23,11.59,5.88,0.06,0.13,1.34,-0.06,-0.13,-0.67,89.33,48.17,24095.5,1437782.67,False,20
36,Cash,DEF,29,-1,0.17,0.17,12.59,17.8,19.8,10.91,5.71,0.06,0.11,1.23,-0.06,-0.11,-0.23,89.33,48.33,16340.17,1456190.5,True,7
36,Cash,DEF,31,6,0.18,0.37,9.35,16.13,17.95,11.18,5.68,0.06,0.1,1.65,-0.06,-0.1,-0.37,81.83,48.33,-21534.83,1433263.0,True,19
36,Cash,DEF,32,1,0.18,0.37,10.45,16.06,19.03,11.55,5.68,0.06,0.14,1.42,-0.06,-0.14,-0.14,81.83,48.17,-20536.5,1384641.67,False,16
36,Cash,DEF,33,1,0.18,0.55,8.43,13.71,12.34,8.43,4.95,0.03,0.08,1.56,-0.03,-0.08,-0.28,81.83,48.0,-36717.33,1317958.33,True,17
36,Cash,DEF,34,2,0.18,0.55,6.78,12.43,12.48,5.5,4.95,0.02,0.09,1.5,-0.02,-0.09,0.15,81.83,47.83,-44861.5,1235337.0,False,10
36,Cash,DEF,35,5,0.18,0.55,6.73,12.51,13.0,4.91,4.91,0.02,0.07,1.46,-0.02,-0.07,0.18,82.5,47.5,-26100.5,1182360.5,True,18
36,Cash,DEF,36,1,0.18,0.36,9.27,15.85,9.78,4.91,5.27,0.02,0.07,1.48,-0.02,0.11,0.15,82.5,47.17,-31332.83,1121169.5,False,3
36,Cash,DEF,37,0,0.17,0.17,10.89,14.53,12.57,4.93,4.76,0.02,0.08,1.3,-0.02,0.09,0.23,88.17,47.0,-12988.0,1080681.0,True,12
36,Cash,DEF,38,1,0.0,0.34,7.32,16.09,13.34,4.08,5.27,0.01,0.04,1.38,-0.01,0.13,0.49,88.17,47.0,-18717.67,1061661.67,False,13
37,Digne,DEF,4,5,0.56,0.0,18.56,10.35,8.38,3.38,5.06,0.0,0.1,1.64,0.0,-0.1,-1.08,53.33,45.0,11800.0,228065.67,False,9
