,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
const,1.9734200685236947,0.450294720686601,4.382507673007271,1.1732103266427047e-05,1.0908586335494335,2.855981503497956
roll_defensive_contribution_p90,0.08513374876228369,0.022761573426849046,3.7402400601120926,0.00018384458544677576,0.04052188461419562,0.12974561291037176
roll_expected_goals_conceded_p90,-0.8750371344621579,0.1835137710660521,-4.768236897857687,1.8584517457382672e-06,-1.2347175164187487,-0.5153567525055671
roll_minutes,0.021436412356152863,0.0047844164815317525,4.480465368953394,7.448046456091697e-06,0.012059128365310782,0.03081369634699494
roll_expected_goals_p90,1.7818364301264122,0.9454369687993791,1.8846697230267884,0.059474442508232285,-0.07118597837308949,3.634858838625914
roll_assist_overperf_p90,0.6110226705228501,0.5000959539721902,1.2218108658340163,0.2217791585530131,-0.36914738807684333,1.5911927291225436
