,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
const,4.585698358118811,0.2505586529250252,18.30189580198211,7.991891958742859e-75,4.09461242237089,5.076784293866732
roll_expected_goals_conceded_p90,-0.9160118761796717,0.19367984266754792,-4.7295158007331155,2.2505593989782222e-06,-1.2956173923394498,-0.5364063600198937
roll_goal_conceded_overperf_p90,0.17155149260264368,0.24635021311384614,0.6963724140289839,0.4861956342280729,-0.3112860526842617,0.654389037889549
